case_id,backend_key,backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,best_energy_eV,success,run_path,iterations,wasted_iterations,waste_ratio,slip_count,dissociation_count,tokens_used
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/04,5,0,0.0,4,0,27613
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/04,5,0,0.0,3,1,30442
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/04,5,0,0.0,4,0,29735
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.2427330017089844,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/04,1,0,0.0,1,0,5135
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-2.2848472595214844,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/04,5,0,0.0,4,1,40331
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.2833213806152344,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/04,5,0,0.0,5,0,35763
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.2851524353027344,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/04,5,0,0.0,4,0,39326
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.2427330017089844,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/04,5,0,0.0,4,1,38572
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-1.8452110290527344,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/04,1,0,0.0,1,0,6284
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-2.0603294372558594,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/04,5,0,0.0,4,3,44081
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.2852134704589844,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/04,1,0,0.0,1,0,3594
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.1948204040527344,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/04,5,0,0.0,4,2,43248
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.0389671325683594,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/04,5,0,0.0,4,3,43738
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-1.8452110290527344,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/04,5,0,0.0,5,4,48928
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/04,5,0,0.0,3,2,39382
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.0389671325683594,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/04,5,0,0.0,4,3,35759
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-1.8452110290527344,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/04,1,0,0.0,1,0,6256
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/04,5,0,0.0,3,2,37742
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-1.657941818237305,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/one_shot/04,1,0,0.0,1,0,3201
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/05,4,0,0.0,1,0,27579
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/05,2,0,0.0,0,0,14783
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/05,4,0,0.0,2,0,26342
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/05,5,0,0.0,3,0,26963
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.842610120773315,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/05,1,0,0.0,0,0,4586
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/05,3,0,0.0,1,0,30970
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961628675460815,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/05,4,0,0.0,2,0,29142
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/05,5,0,0.0,2,0,35186
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/05,4,0,0.0,2,0,30971
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/05,1,0,0.0,0,0,6010
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/05,5,0,0.0,3,0,40932
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.961628675460815,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/05,1,0,0.0,0,0,7231
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/05,5,0,0.0,3,0,37920
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/05,3,0,0.0,1,0,19939
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/05,5,0,0.0,3,0,38012
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961628675460815,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/05,5,0,0.0,3,0,33755
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/05,5,0,0.0,3,0,33696
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/05,5,0,0.0,3,0,33691
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/05,5,0,0.0,3,0,33163
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.9469187259674072,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/one_shot/05,1,0,0.0,0,0,6022
06,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-2.164623260498047,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/06,5,0,0.0,3,1,29638
06,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.164623260498047,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/06,5,0,0.0,3,1,27708
06,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-1.8745841979980469,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/06,5,0,0.0,1,2,29240
06,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-1.9020652770996096,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/06,5,0,0.0,2,2,29172
06,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,,FALSE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/06,1,0,0.0,0,1,4597
06,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-1.8745841979980469,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/06,5,0,0.0,1,2,35285
06,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.164623260498047,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/06,5,0,0.0,2,2,32508
06,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-1.8745841979980469,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/06,5,0,0.0,1,2,33721
06,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.1646080017089844,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/06,5,0,0.0,3,2,37267
