case_id,ocd_id,surface_formula,adsorbate,backend_key,backend,llm_model,llm_route,force_field,calculator_backend,force_field_model,force_field_size,variant,best_energy_eV,success,run_path,iterations,wasted_iterations,waste_ratio,slip_count,dissociation_count,tokens_used
049,747,As24V36,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.628105163574219,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/049,5,0,0.0,5,0,28356
049,747,As24V36,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.621452331542969,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/049,1,0,0.0,1,0,4668
050,768,Ga24Y24,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-3.5041396617889404,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/050,5,0,0.0,4,0,29573
050,768,Ga24Y24,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.5041396617889404,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/050,5,0,0.0,4,0,26265
050,768,Ga24Y24,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.5041396617889404,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/050,5,0,0.0,4,0,28996
050,768,Ga24Y24,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.5041396617889404,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/050,5,0,0.0,4,0,28210
050,768,Ga24Y24,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.5041396617889404,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/050,1,0,0.0,1,0,4990
051,775,Na12Pb36,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-3.134526014328003,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/051,4,0,0.0,3,0,29210
051,775,Na12Pb36,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.1345107555389404,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/051,4,0,0.0,3,0,26201
051,775,Na12Pb36,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.134526014328003,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/051,3,0,0.0,2,0,21906
051,775,Na12Pb36,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.134526014328003,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/051,5,0,0.0,4,0,28465
051,775,Na12Pb36,H,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.134526014328003,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/051,1,0,0.0,1,0,4613
052,778,Co12Sb12Ti12,CO,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-0.1671810150146484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/052,5,0,0.0,1,2,26675
052,778,Co12Sb12Ti12,CO,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-0.1671810150146484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/052,5,0,0.0,1,2,25983
052,778,Co12Sb12Ti12,CO,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-0.1671810150146484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/052,5,0,0.0,0,1,27050
052,778,Co12Sb12Ti12,CO,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-0.1658496856689453,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/052,5,0,0.0,2,3,25991
052,778,Co12Sb12Ti12,CO,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-0.1671810150146484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/052,1,0,0.0,0,0,4844
053,780,K20,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,,FALSE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/053,1,0,0.0,1,1,10139
053,780,K20,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,,FALSE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/053,2,1,0.5,1,1,17516
053,780,K20,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,,FALSE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/053,2,1,0.5,1,1,11657
053,780,K20,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,,FALSE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/053,3,2,0.6666666666666666,1,1,17805
053,780,K20,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,,FALSE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/053,1,0,0.0,1,1,4950
054,794,Ni38Se40,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-11.695274353027344,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/054,5,0,0.0,3,0,27127
054,794,Ni38Se40,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-11.695274353027344,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/054,5,0,0.0,3,0,25007
054,794,Ni38Se40,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-11.695274353027344,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/054,5,0,0.0,3,0,26169
054,794,Ni38Se40,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-11.695304870605469,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/054,5,0,0.0,3,0,25764
054,794,Ni38Se40,[CH2]C,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.695274353027344,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/054,1,0,0.0,0,0,4570
055,800,Co48Hf16,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-2.721467971801758,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/055,3,0,0.0,3,1,23490
055,800,Co48Hf16,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.739093780517578,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/055,5,0,0.0,5,2,27912
055,800,Co48Hf16,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.739093780517578,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/055,4,0,0.0,4,1,30553
055,800,Co48Hf16,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.739093780517578,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/055,5,0,0.0,5,2,29032
055,800,Co48Hf16,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.719514846801758,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/055,1,0,0.0,1,0,4953
056,810,Pd32Sb64,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-12.99872589111328,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/056,5,0,0.0,3,0,27991
056,810,Pd32Sb64,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-12.998695373535156,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/056,3,0,0.0,2,0,20421
056,810,Pd32Sb64,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-12.998695373535156,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/056,3,0,0.0,2,0,21512
056,810,Pd32Sb64,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-12.998695373535156,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/056,5,0,0.0,3,0,26816
056,810,Pd32Sb64,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-12.920936584472656,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/056,1,0,0.0,0,0,4819
057,834,Os32S64,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-10.486995697021484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/057,4,0,0.0,3,0,27226
057,834,Os32S64,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.486995697021484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/057,4,0,0.0,3,1,25254
057,834,Os32S64,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.486995697021484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/057,4,0,0.0,3,1,26214
057,834,Os32S64,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.486995697021484,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/057,5,0,0.0,4,2,26007
057,834,Os32S64,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.415063858032228,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/057,1,0,0.0,0,0,4332
058,857,Tl24Y8,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-2.903726577758789,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/058,4,0,0.0,3,0,27303
058,857,Tl24Y8,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.903726577758789,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/058,3,0,0.0,2,0,19269
058,857,Tl24Y8,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.903726577758789,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/058,2,0,0.0,2,0,14805
058,857,Tl24Y8,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.9037342071533203,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/058,5,0,0.0,4,0,30666
058,857,Tl24Y8,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.903726577758789,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/058,1,0,0.0,1,0,4742
059,869,Cu48Ga16,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-2.848228454589844,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/059,5,0,0.0,3,0,27603
059,869,Cu48Ga16,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.848228454589844,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/059,4,0,0.0,3,0,25643
059,869,Cu48Ga16,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.848228454589844,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/059,4,0,0.0,3,0,26849
059,869,Cu48Ga16,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.848228454589844,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/059,5,0,0.0,3,0,27818
059,869,Cu48Ga16,C([CH2])O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.848228454589844,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/059,1,0,0.0,0,0,4755
060,876,S36Sn24,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-8.329936981201172,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/060,5,0,0.0,3,0,27257
060,876,S36Sn24,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-8.329967498779297,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/060,4,0,0.0,2,0,24881
060,876,S36Sn24,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.812969207763672,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/060,3,0,0.0,2,0,20106
060,876,S36Sn24,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.103862762451172,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/060,5,0,0.0,3,0,25663
060,876,S36Sn24,[CH3],gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.671304702758789,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/060,1,0,0.0,0,0,4321
061,909,Mo36N36,[N]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-10.713539123535156,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/061,4,0,0.0,1,0,26388
061,909,Mo36N36,[N]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.710975646972656,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/061,4,0,0.0,1,0,25429
061,909,Mo36N36,[N]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.713539123535156,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/061,4,0,0.0,1,0,25920
061,909,Mo36N36,[N]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.710975646972656,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/061,5,0,0.0,1,0,24781
061,909,Mo36N36,[N]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-10.710975646972656,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/061,1,0,0.0,0,0,4318
062,929,Cr32Ir96,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-7.339723587036133,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/full/062,5,0,0.0,5,2,31057
062,929,Cr32Ir96,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.211048126220703,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_slip/062,5,0,0.0,5,2,28604
062,929,Cr32Ir96,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.312488555908203,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_forbid/062,5,0,0.0,5,2,30478
062,929,Cr32Ir96,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.339723587036133,TRUE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/no_termination/062,5,0,0.0,5,2,30396
062,929,Cr32Ir96,[CH]=O,gpt,openai_gpt54_mace_mp0_small,gpt-5.4-2026-03-05,OpenAI official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,,FALSE,research/results/basic_experiments/ocd62/openai_gpt54_mace_mp0_small/one_shot/062,1,0,0.0,1,1,4968
001,10,Hf16Zn48,C(=O)C,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-4.284576416015625,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/full/001,5,0,0.0,3,1,40589
001,10,Hf16Zn48,C(=O)C,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.284423828125,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_slip/001,5,0,0.0,3,1,35476
001,10,Hf16Zn48,C(=O)C,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.284393310546875,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_forbid/001,5,0,0.0,3,1,38472
001,10,Hf16Zn48,C(=O)C,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.284210205078125,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_termination/001,5,0,0.0,3,1,37801
001,10,Hf16Zn48,C(=O)C,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,,FALSE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/one_shot/001,1,0,0.0,0,1,5951
002,16,Hf18Sc18Si36,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-4.346961975097656,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/full/002,5,0,0.0,5,4,42792
002,16,Hf18Sc18Si36,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.346961975097656,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_slip/002,5,0,0.0,5,4,35067
002,16,Hf18Sc18Si36,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.346961975097656,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_forbid/002,5,0,0.0,4,4,40013
002,16,Hf18Sc18Si36,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.047445297241211,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_termination/002,5,0,0.0,4,3,40321
002,16,Hf18Sc18Si36,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.346961975097656,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/one_shot/002,1,0,0.0,1,0,7004
003,31,Cd24Pd24,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-3.288808822631836,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/full/003,5,0,0.0,5,1,41817
003,31,Cd24Pd24,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.41019058227539,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_slip/003,5,0,0.0,5,0,34753
003,31,Cd24Pd24,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.288808822631836,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_forbid/003,5,0,0.0,5,0,38820
003,31,Cd24Pd24,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.288808822631836,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_termination/003,5,0,0.0,5,1,40483
003,31,Cd24Pd24,NO,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.1458511352539062,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/one_shot/003,1,0,0.0,1,0,6237
004,46,Pt16V48,[N]=O,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,full,-7.159950256347656,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/full/004,4,0,0.0,4,0,36320
004,46,Pt16V48,[N]=O,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.176612854003906,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_slip/004,5,0,0.0,4,0,32679
004,46,Pt16V48,[N]=O,claude,anthropic_claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,Anthropic official endpoint,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.176612854003906,TRUE,research/results/basic_experiments/ocd62/anthropic_claude_sonnet46_mace_mp0_small/no_forbid/004,5,0,0.0,4,0,36082
