case_id,ocd_id,surface_formula,adsorbate,backend_key,backend,llm_model,llm_route,force_field,calculator_backend,force_field_model,force_field_size,variant,best_energy_eV,success,run_path,iterations,wasted_iterations,waste_ratio,slip_count,dissociation_count,tokens_used
005,70,As48Hf48Ni48,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.075260162353516,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/005,5,0,0.0,3,0,43662
005,70,As48Hf48Ni48,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.262384414672852,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/005,1,0,0.0,0,0,7192
006,76,In10N10Ti30,N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-3.715871810913086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/006,5,0,0.0,3,0,27130
006,76,In10N10Ti30,N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.715871810913086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/006,5,0,0.0,3,1,26586
006,76,In10N10Ti30,N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.715871810913086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/006,5,0,0.0,3,1,28633
006,76,In10N10Ti30,N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.715871810913086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/006,5,0,0.0,3,0,27053
006,76,In10N10Ti30,N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.376506805419922,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/006,1,0,0.0,0,0,4783
007,84,Mo18S72W18,O=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-19.78919982910156,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/007,5,0,0.0,2,0,28071
007,84,Mo18S72W18,O=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-19.925071716308594,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/007,5,0,0.0,1,0,25468
007,84,Mo18S72W18,O=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-19.718246459960938,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/007,5,1,0.2,1,0,38989
007,84,Mo18S72W18,O=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-19.925071716308594,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/007,5,0,0.0,1,1,38742
007,84,Mo18S72W18,O=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-19.717330932617188,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/007,1,0,0.0,0,0,8230
008,87,Ga12Pd36,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-8.466377258300781,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/008,5,0,0.0,4,0,29102
008,87,Ga12Pd36,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-8.466667175292969,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/008,5,0,0.0,4,0,26755
008,87,Ga12Pd36,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-8.466743469238281,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/008,5,0,0.0,4,0,40667
008,87,Ga12Pd36,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.466667175292969,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/008,5,0,0.0,4,0,40664
008,87,Ga12Pd36,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.173670768737793,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/008,1,0,0.0,0,0,7031
009,88,Ge24Zr40,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-4.292024612426758,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/009,5,0,0.0,5,0,29691
009,88,Ge24Zr40,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.578418731689453,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/009,5,0,0.0,5,0,30650
009,88,Ge24Zr40,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.578388214111328,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/009,5,0,0.0,5,0,56195
009,88,Ge24Zr40,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.578418731689453,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/009,5,0,0.0,4,1,47981
009,88,Ge24Zr40,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.578388214111328,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/009,1,0,0.0,1,0,8519
010,94,Ag18Sr27,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-3.3845176696777344,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/010,5,0,0.0,5,2,31739
010,94,Ag18Sr27,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.3845252990722656,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/010,5,0,0.0,5,2,28834
010,94,Ag18Sr27,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.3845252990722656,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/010,5,0,0.0,5,2,31702
010,94,Ag18Sr27,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.3845176696777344,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/010,5,0,0.0,5,2,47255
010,94,Ag18Sr27,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.735858917236328,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/010,1,0,0.0,1,0,7506
011,105,Se48Sn48,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-4.418584823608398,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/011,5,0,0.0,0,0,25168
011,105,Se48Sn48,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.418554306030273,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/011,5,0,0.0,0,0,25295
011,105,Se48Sn48,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.381780624389648,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/011,5,0,0.0,0,0,41132
011,105,Se48Sn48,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.418554306030273,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/011,5,0,0.0,0,0,38522
011,105,Se48Sn48,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.367143630981445,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/011,1,0,0.0,0,0,6413
012,108,Ru60Ta20,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-14.549540519714355,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/012,5,0,0.0,5,0,31074
012,108,Ru60Ta20,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-14.256022453308104,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/012,5,0,0.0,5,0,28709
012,108,Ru60Ta20,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-13.564433097839355,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/012,1,0,0.0,1,0,2911
012,108,Ru60Ta20,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-14.549540519714355,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/012,5,0,0.0,5,0,44833
012,108,Ru60Ta20,[NH],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-14.256022453308104,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/012,1,0,0.0,1,0,7155
013,114,Ag24In12Sc12,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-2.746053695678711,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/013,5,0,0.0,4,0,28713
013,114,Ag24In12Sc12,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.6935501098632812,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/013,5,0,0.0,3,1,26136
013,114,Ag24In12Sc12,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.746053695678711,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/013,5,0,0.0,4,0,26322
013,114,Ag24In12Sc12,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.746053695678711,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/013,5,0,0.0,4,0,25784
013,114,Ag24In12Sc12,CO,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.3598690032958984,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/013,1,0,0.0,1,0,4283
014,118,Ge36V60,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-10.13772201538086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/014,5,0,0.0,5,1,30315
014,118,Ge36V60,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.13772201538086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/014,5,0,0.0,5,1,27605
014,118,Ge36V60,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.13772201538086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/014,5,0,0.0,5,1,30423
014,118,Ge36V60,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.13772201538086,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/014,5,0,0.0,5,1,31319
014,118,Ge36V60,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-8.813106536865234,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/014,1,0,0.0,1,0,5115
015,130,Ge16Mn48,C(=O)C,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-1.094757080078125,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/015,5,3,0.6,1,1,36320
015,130,Ge16Mn48,C(=O)C,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-1.094757080078125,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/015,5,2,0.4,2,2,29932
015,130,Ge16Mn48,C(=O)C,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-1.094757080078125,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/015,5,3,0.6,1,1,44674
015,130,Ge16Mn48,C(=O)C,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-1.094757080078125,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/015,5,0,0.0,3,3,46568
015,130,Ge16Mn48,C(=O)C,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-1.094757080078125,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/015,1,0,0.0,0,0,8885
016,181,Cu32Se64W16,C(C)O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-10.361473083496094,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/016,5,0,0.0,2,1,27513
016,181,Cu32Se64W16,C(C)O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.363121032714844,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/016,5,0,0.0,2,1,26738
016,181,Cu32Se64W16,C(C)O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.361473083496094,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/016,5,0,0.0,3,1,43806
016,181,Cu32Se64W16,C(C)O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.361473083496094,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/016,5,0,0.0,3,1,39505
016,181,Cu32Se64W16,C(C)O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.077598571777344,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/016,1,0,0.0,0,0,7142
017,183,Pb24Y8,[N]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-2.7165756225585938,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/017,5,0,0.0,4,0,28876
017,183,Pb24Y8,[N]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.7164840698242188,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/017,5,0,0.0,4,0,26785
017,183,Pb24Y8,[N]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.7164840698242188,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/017,5,0,0.0,5,0,44288
017,183,Pb24Y8,[N]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.7164993286132812,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/017,5,0,0.0,5,0,41462
017,183,Pb24Y8,[N]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.7164840698242188,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/017,1,0,0.0,1,0,7520
018,192,Si8Ta16V24,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-7.717494964599609,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/018,5,0,0.0,5,2,35146
018,192,Si8Ta16V24,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.724544525146484,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/018,5,0,0.0,5,3,31522
018,192,Si8Ta16V24,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.570980072021484,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/018,5,0,0.0,5,2,33695
018,192,Si8Ta16V24,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.044795989990234,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/018,5,0,0.0,4,1,54138
018,192,Si8Ta16V24,[N]=N,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.870906829833984,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/018,1,0,0.0,1,0,9301
019,196,Ag96Ga32,[CH2][O],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-2.21280288696289,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/019,4,0,0.0,3,0,30788
019,196,Ag96Ga32,[CH2][O],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.21280288696289,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/019,5,0,0.0,4,0,28718
019,196,Ag96Ga32,[CH2][O],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.21280288696289,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/019,5,0,0.0,4,1,45206
019,196,Ag96Ga32,[CH2][O],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-1.85589599609375,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/019,5,0,0.0,4,2,48573
019,196,Ag96Ga32,[CH2][O],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-1.85589599609375,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/019,1,0,0.0,1,0,8256
020,201,Cr36N48,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-7.707094192504883,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/020,5,0,0.0,3,0,30902
020,201,Cr36N48,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.707094192504883,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/020,5,0,0.0,3,0,26587
020,201,Cr36N48,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.707033157348633,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/020,5,0,0.0,3,0,42830
020,201,Cr36N48,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.707033157348633,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/020,5,0,0.0,3,0,43726
020,201,Cr36N48,[CH]=O,gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-7.707094192504883,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/020,1,0,0.0,1,0,8210
021,208,Al20Au20Y20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-4.950687408447266,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/021,5,0,0.0,5,0,29369
021,208,Al20Au20Y20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.933353424072266,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/021,5,0,0.0,4,0,26791
021,208,Al20Au20Y20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.950687408447266,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_forbid/021,5,0,0.0,5,0,30079
021,208,Al20Au20Y20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.950687408447266,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_termination/021,5,0,0.0,5,0,41866
021,208,Al20Au20Y20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.9963321685791016,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/one_shot/021,1,0,0.0,1,0,6929
022,242,Fe20Mn20P20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,full,-3.6048831939697266,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/full/022,5,0,0.0,4,0,28085
022,242,Fe20Mn20P20,[NH2],gemini,openrouter_gemini25pro_mace_mp0_small,google/gemini-2.5-pro,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.6048831939697266,TRUE,research/results/basic_experiments/ocd62/openrouter_gemini25pro_mace_mp0_small/no_slip/022,5,0,0.0,4,0,27583
