case_id,ocd62_case_id,ocd_id,surface_formula,adsorbate,backend_key,backend,run1_backend,run2_backend,run3_backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,e_run1,e_run2,e_run3,range_eV,e_min,std_eV,agreement_class
006,029,362,In18N18Ti36,O=N,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-8.87007904053,-8.40859222412,-7.87889099121,0.991188049316,-8.87007904053,0.404970126055,large_divergent
006,029,362,In18N18Ti36,O=N,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.3517913818,-11.3517913818,-11.3517303467,6.103515625e-05,-11.3517913818,2.87722485834e-05,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.22801208496,-7.22801208496,-7.22801208496,0,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.47637176514,-9.47640228271,-9.47640228271,3.0517578125e-05,-9.47640228271,1.43861242917e-05,exact_match
008,035,513,Pd24Zr24,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-6.17626190186,-6.24195861816,-6.23115539551,0.0656967163086,-6.24195861816,0.0287635258982,moderate
008,035,513,Pd24Zr24,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-6.23106384277,-6.23109436035,-6.24195861816,0.0108947753906,-6.24195861816,0.00512866844264,minor
008,035,513,Pd24Zr24,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-6.23115539551,-6.17626190186,-6.23115539551,0.0548934936523,-6.23115539551,0.0258770410697,moderate
008,035,513,Pd24Zr24,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-6.23100280762,-6.23109436035,-6.23115539551,0.000152587890625,-6.23115539551,6.27076619768e-05,exact_match
008,035,513,Pd24Zr24,OH,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-6.17626190186,-6.17626190186,-6.17626190186,0,-6.17626190186,0,exact_match
009,036,530,Co32Y48,[NH],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.37382644631e-16,exact_match
009,036,530,Co32Y48,[NH],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.2085371017,-10.6433515549,-10.6433515549,0.434814453125,-10.6433515549,0.204973498908,divergent
009,036,530,Co32Y48,[NH],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-10.6069135666,-10.6433515549,-10.6069135666,0.0364379882812,-10.6433515549,0.0171770324043,minor
009,036,530,Co32Y48,[NH],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.6433515549,-10.6433515549,-10.6433515549,1.7763568394e-15,-10.6433515549,8.37382644631e-16,exact_match
009,036,530,Co32Y48,[NH],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-9.68157196045,-10.0110883713,-9.68157196045,0.329516410828,-10.0110883713,0.155335525739,divergent
010,041,596,Cr18Pt18,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-4.74316859245,-4.74316859245,-4.74316859245,0,-4.74316859245,0,exact_match
010,041,596,Cr18Pt18,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.74316859245,-4.74173426628,-4.74316859245,0.00143432617188,-4.74316859245,0.000676147841711,match
010,041,596,Cr18Pt18,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.74319911003,-4.74316859245,-4.74316859245,3.0517578125e-05,-4.74319911003,1.43861242917e-05,exact_match
010,041,596,Cr18Pt18,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.95904994011,-4.74316859245,-4.98022913933,0.237060546875,-4.98022913933,0.107108987915,divergent
010,041,596,Cr18Pt18,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.74319911003,-4.74316859245,-4.70935511589,0.0338439941406,-4.74319911003,0.0159470236441,minor
011,048,735,Re27Ti27,[NH2],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-11.6580753326,-11.6696109772,-11.6547794342,0.0148315429688,-11.6696109772,0.00635879712678,minor
011,048,735,Re27Ti27,[NH2],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-11.6549015045,-11.6547794342,-11.6547794342,0.0001220703125,-11.6549015045,5.75444971669e-05,exact_match
011,048,735,Re27Ti27,[NH2],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-11.6547794342,-11.6547794342,-11.6547794342,0,-11.6547794342,0,exact_match
011,048,735,Re27Ti27,[NH2],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-11.6596012115,-11.6547794342,-11.6547794342,0.00482177734375,-11.6596012115,0.00227300763809,match
011,048,735,Re27Ti27,[NH2],gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-11.659784317,-11.6579532623,-11.6600894928,0.00213623046875,-11.6600894928,0.000943361256459,match
012,050,768,Ga24Y24,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-3.50413966179,-3.50413966179,-3.50413966179,0,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.50413966179,-3.33806300163,-3.50413966179,0.166076660156,-3.50413966179,0.0782892883955,divergent
012,050,768,Ga24Y24,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.50413966179,-3.50413966179,-3.50413966179,0,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.50413966179,-3.50413966179,-3.50413966179,0,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,gpt,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.50413966179,-3.50413966179,-3.25667262077,0.247467041016,-3.50413966179,0.116657081882,divergent
001,002,16,Hf18Sc18Si36,NO,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-7.04744529724,-4.3469619751,-7.04744529724,2.70048332214,-7.04744529724,1.27302004638,severe
001,002,16,Hf18Sc18Si36,NO,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.3469619751,-4.3469619751,-4.3469619751,0,-4.3469619751,0,exact_match
002,010,94,Ag18Sr27,[N]=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-3.34561538696,-3.38451766968,-3.38451766968,0.0389022827148,-3.38451766968,0.0183387119409,minor
002,010,94,Ag18Sr27,[N]=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.75984573364,-3.38451766968,-2.75983047485,0.624687194824,-3.38451766968,0.294476771255,large_divergent
002,010,94,Ag18Sr27,[N]=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.38452529907,-3.34560012817,-3.34560775757,0.0389251708984,-3.38452529907,0.0183477035329,minor
002,010,94,Ag18Sr27,[N]=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.38451766968,-3.34561538696,-3.38451766968,0.0389022827148,-3.38451766968,0.0183387119409,minor
002,010,94,Ag18Sr27,[N]=N,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-5.60782241821,-2.73579025269,-5.60781478882,2.87203216553,-5.60782241821,1.35388714842,severe
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-14.2560224533,-14.5495405197,-14.5495405197,0.293518066406,-14.5495405197,0.138365743438,divergent
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-14.5495405197,-14.5495405197,-14.5495405197,0,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-14.2560224533,-14.2560224533,-14.5495405197,0.293518066406,-14.5495405197,0.138365743438,divergent
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-9.23633575439,-9.31958770752,-9.07741546631,0.242172241211,-9.31958770752,0.100462231752,divergent
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-10.3614730835,-9.66962432861,-9.07741546631,1.28405761719,-10.3614730835,0.524740147383,severe
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-9.07765960693,-9.07741546631,-9.07741546631,0.000244140625,-9.07765960693,0.000115088994334,exact_match
004,016,181,Cu32Se64W16,C(C)O,claude,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-10.3614730835,-9.67261505127,-9.07741546631,1.28405761719,-10.3614730835,0.524678938734,severe
