backend_key,backend,llm_model,llm_route,force_field,calculator_backend,force_field_model,force_field_size,case_id,ocd_id,variant,original_best_energy,patched_best_energy,original_delta_vs_full,patched_delta_vs_full,patch_reason
grok,openrouter_grok4_mace_mp0_small,x-ai/grok-4,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,008,16,full,-1124687200.7336826,-4.346963882446289,0.0,0.0,excluded MACE numerical-collapse outlier and recomputed deltas from healthy molecular best_result semantics
grok,openrouter_grok4_mace_mp0_small,x-ai/grok-4,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,008,16,no_slip,-4.346963882446289,-4.346963882446289,1124687196.3867188,0.0,excluded MACE numerical-collapse outlier and recomputed deltas from healthy molecular best_result semantics
grok,openrouter_grok4_mace_mp0_small,x-ai/grok-4,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,008,16,no_forbid,-45282420.73368263,-4.346963882446289,1079404780.0,0.0,excluded MACE numerical-collapse outlier and recomputed deltas from healthy molecular best_result semantics
grok,openrouter_grok4_mace_mp0_small,x-ai/grok-4,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,008,16,no_termination,-4.346961975097656,-4.346961975097656,1124687196.3867207,1.9073486328125e-06,excluded MACE numerical-collapse outlier and recomputed deltas from healthy molecular best_result semantics
grok,openrouter_grok4_mace_mp0_small,x-ai/grok-4,OpenRouter,MACE-MP-0 small,mace,mace_mp0,small,008,16,single_shot,-4.346963882446289,-4.346963882446289,1124687196.3867188,0.0,excluded MACE numerical-collapse outlier and recomputed deltas from healthy molecular best_result semantics
