dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
OCD-GMAE rep50,039,claude,Claude Sonnet 4.6,single_shot,1-Shot,-7.434549331665039,-7.24180793762207,0.192741394,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,040,claude,Claude Sonnet 4.6,single_shot,1-Shot,-5.74797248840332,-5.74797248840332,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,041,claude,Claude Sonnet 4.6,single_shot,1-Shot,-4.055267333984375,-2.72772216796875,1.327545166,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,042,claude,Claude Sonnet 4.6,single_shot,1-Shot,-2.2634506225585938,-1.8311767578125,0.432273865,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,044,claude,Claude Sonnet 4.6,single_shot,1-Shot,-5.087837219238281,-5.087867736816406,-0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,045,claude,Claude Sonnet 4.6,single_shot,1-Shot,-2.8482284545898438,-2.8482284545898438,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,046,claude,Claude Sonnet 4.6,single_shot,1-Shot,-8.329967498779297,-7.671304702758789,0.658662796,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,047,claude,Claude Sonnet 4.6,single_shot,1-Shot,-10.486995697021484,-10.415063858032227,0.071931839,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,048,claude,Claude Sonnet 4.6,single_shot,1-Shot,-2.9037342071533203,-2.8683414459228516,0.035392761,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,049,claude,Claude Sonnet 4.6,single_shot,1-Shot,-8.627952575683594,-7.621452331542969,1.006500244,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,050,claude,Claude Sonnet 4.6,single_shot,1-Shot,-11.695304870605469,-11.695274353027344,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,001,grok,Grok-4,single_shot,1-Shot,-4.743199110031128,-4.743168592453003,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,002,grok,Grok-4,single_shot,1-Shot,-3.5041396617889404,-3.3241164684295654,0.180023193,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,003,grok,Grok-4,single_shot,1-Shot,-3.134526014328003,-3.086521863937378,0.048004150,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,004,grok,Grok-4,single_shot,1-Shot,-7.1137237548828125,-6.576652526855469,0.537071228,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,005,grok,Grok-4,single_shot,1-Shot,-6.2419891357421875,-6.0458221435546875,0.196166992,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,006,grok,Grok-4,single_shot,1-Shot,-5.4748687744140625,-3.9469375610351562,1.527931213,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,007,grok,Grok-4,single_shot,1-Shot,-11.657648086547852,-10.631900787353516,1.025747299,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,009,grok,Grok-4,single_shot,1-Shot,-5.017307281494141,-3.9963321685791016,1.020975113,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,010,grok,Grok-4,single_shot,1-Shot,-10.076349258422852,-8.993228912353516,1.083120346,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,011,grok,Grok-4,single_shot,1-Shot,-3.283937454223633,-3.282930374145508,0.001007080,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,012,grok,Grok-4,single_shot,1-Shot,-9.356441497802734,-9.35500717163086,0.001434326,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,013,grok,Grok-4,single_shot,1-Shot,-3.3845176696777344,-2.7359275817871094,0.648590088,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,014,grok,Grok-4,single_shot,1-Shot,-7.854732513427734,-6.870693206787109,0.984039307,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,015,grok,Grok-4,single_shot,1-Shot,-10.208537101745605,-9.681510925292969,0.527026176,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,016,grok,Grok-4,single_shot,1-Shot,-14.549540519714355,-13.274882316589355,1.274658203,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,017,grok,Grok-4,single_shot,1-Shot,-8.466468811035156,-7.168513298034668,1.297955513,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,018,grok,Grok-4,single_shot,1-Shot,-2.125509262084961,-2.030223846435547,0.095285416,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,019,grok,Grok-4,single_shot,1-Shot,-3.549367904663086,-3.479421615600586,0.069946289,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,020,grok,Grok-4,single_shot,1-Shot,-2.7166519165039062,-2.7164993286132812,0.000152588,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,021,grok,Grok-4,single_shot,1-Shot,-4.248908996582031,-3.8581466674804688,0.390762329,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,022,grok,Grok-4,single_shot,1-Shot,-7.159950256347656,-6.136146545410156,1.023803711,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,023,grok,Grok-4,single_shot,1-Shot,-4.346963882446289,-4.346961975097656,0.000001907,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,024,grok,Grok-4,single_shot,1-Shot,-3.2602787017822266,-3.1557979583740234,0.104480743,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,026,grok,Grok-4,single_shot,1-Shot,-19.72858428955078,-19.726425170898438,0.002159119,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,027,grok,Grok-4,single_shot,1-Shot,-7.707094192504883,-6.152454376220703,1.554639816,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,028,grok,Grok-4,single_shot,1-Shot,-7.811830520629883,-7.268726348876953,0.543104172,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,029,grok,Grok-4,single_shot,1-Shot,-2.739093780517578,-2.729511260986328,0.009582520,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,030,grok,Grok-4,single_shot,1-Shot,-4.290790557861328,-4.291933059692383,-0.001142502,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,031,grok,Grok-4,single_shot,1-Shot,-7.339235305786133,-7.347902297973633,-0.008666992,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,033,grok,Grok-4,single_shot,1-Shot,-2.736175537109375,-2.737701416015625,-0.001525879,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,034,grok,Grok-4,single_shot,1-Shot,-3.439350128173828,-3.4162750244140625,0.023075104,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,035,grok,Grok-4,single_shot,1-Shot,-4.418552398681641,-4.36711311340332,0.051439285,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,036,grok,Grok-4,single_shot,1-Shot,-0.16717910766601562,-0.16718101501464844,-0.000001907,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,037,grok,Grok-4,single_shot,1-Shot,-10.360984802246094,-9.077415466308594,1.283569336,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,038,grok,Grok-4,single_shot,1-Shot,-3.3191909790039062,-3.2947616577148438,0.024429321,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,039,grok,Grok-4,single_shot,1-Shot,-7.434551239013672,-7.24180793762207,0.192743301,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,040,grok,Grok-4,single_shot,1-Shot,-5.747974395751953,-5.455301284790039,0.292673111,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,041,grok,Grok-4,single_shot,1-Shot,-3.876556396484375,-2.72772216796875,1.148834229,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,042,grok,Grok-4,single_shot,1-Shot,-1.855987548828125,-1.85589599609375,0.000091553,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,044,grok,Grok-4,single_shot,1-Shot,-5.085487365722656,-4.933784484863281,0.151702881,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,045,grok,Grok-4,single_shot,1-Shot,-2.8500900268554688,-2.8482284545898438,0.001861572,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,046,grok,Grok-4,single_shot,1-Shot,-8.322032928466797,-7.671304702758789,0.650728226,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,047,grok,Grok-4,single_shot,1-Shot,-10.486995697021484,-10.415063858032227,0.071931839,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,048,grok,Grok-4,single_shot,1-Shot,-2.9037342071533203,-2.903726577758789,0.000007629,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,049,grok,Grok-4,single_shot,1-Shot,-8.627861022949219,-7.621452331542969,1.006408691,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD-GMAE rep50,050,grok,Grok-4,single_shot,1-Shot,-11.695274353027344,-11.340110778808594,0.355163574,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
