dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
OCD62,011,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.418554306030273,-4.418554306030273,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,011,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-4.418554306030273,-4.381780624389648,0.036773682,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,012,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-14.549540519714355,-14.256022453308104,0.293518066,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,012,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-14.549540519714355,-14.549540519714355,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,012,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-14.549540519714355,-14.549540519714355,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,013,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.746053695678711,-2.6935501098632812,0.052503586,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,013,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.746053695678711,-2.746053695678711,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,013,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.746053695678711,-2.746053695678711,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,014,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-11.384456634521484,-11.384395599365234,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,014,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-11.384456634521484,-11.384395599365234,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,014,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-11.384456634521484,-11.384395599365234,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,015,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-1.094757080078125,-1.094757080078125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,015,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-1.094757080078125,-1.094757080078125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,015,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-1.094757080078125,-1.094757080078125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,016,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-9.236335754394531,-10.361473083496094,-1.125137329,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,016,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-9.236335754394531,-9.077659606933594,0.158676147,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,016,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-9.236335754394531,-10.361473083496094,-1.125137329,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,017,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.716468811035156,-2.7164840698242188,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,017,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.716468811035156,-2.7175216674804688,-0.001052856,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,017,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.716468811035156,-2.7164840698242188,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,018,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.570980072021484,-7.854701995849609,-0.283721924,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,018,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.570980072021484,-7.854701995849609,-0.283721924,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,018,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.570980072021484,-7.854701995849609,-0.283721924,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,019,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.2634506225585938,-2.152191162109375,0.111259460,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,019,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.2634506225585938,-2.2752609252929688,-0.011810303,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,019,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.2634506225585938,-2.152191162109375,0.111259460,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,020,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.707094192504883,-7.777910232543945,-0.070816040,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,020,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.707094192504883,-7.707094192504883,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,020,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.707094192504883,-7.707094192504883,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,021,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-5.017307281494141,-4.700778961181641,0.316528320,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,021,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.017307281494141,-4.933322906494141,0.083984375,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,021,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-5.017307281494141,-5.017307281494141,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,022,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.60184097290039,-3.60184097290039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,022,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.60184097290039,-3.60184097290039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,022,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.60184097290039,-3.60184097290039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,023,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.4394569396972656,-3.607513427734375,-0.168056488,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,023,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.4394569396972656,-3.607452392578125,-0.167995453,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,023,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.4394569396972656,-3.607513427734375,-0.168056488,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,024,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-5.207887649536133,-5.222894668579102,-0.015007019,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,024,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.207887649536133,-5.207887649536133,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,024,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-5.207887649536133,-5.222879409790039,-0.014991760,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,025,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.493175506591797,-3.493175506591797,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,025,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.493175506591797,-3.493633270263672,-0.000457764,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,025,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.493175506591797,-3.493175506591797,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,026,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.434549331665039,-7.434549331665039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,026,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.434549331665039,-7.450052261352539,-0.015502930,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,026,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.434549331665039,-7.434549331665039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,027,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,027,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,027,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,028,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-4.055267333984375,-4.055267333984375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,028,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.055267333984375,-4.055267333984375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,028,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-4.055267333984375,-3.95587158203125,0.099395752,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,029,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.8810882568359375,-8.408592224121094,-0.527503967,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,029,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.8810882568359375,-8.408592224121094,-0.527503967,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,029,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.8810882568359375,-8.870079040527344,-0.988990784,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,030,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-5.087837219238281,-5.087837219238281,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,030,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.087837219238281,-5.085487365722656,0.002349854,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,030,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-5.087837219238281,-5.087837219238281,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,031,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-5.4569244384765625,-5.4748687744140625,-0.017944336,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,031,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.4569244384765625,-5.45648193359375,0.000442505,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,031,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-5.4569244384765625,-5.4748687744140625,-0.017944336,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,032,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.2280120849609375,-7.2280120849609375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,032,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.2280120849609375,-7.2280120849609375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,032,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.2280120849609375,-7.1396026611328125,0.088409424,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,033,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-4.546131134033203,-4.546131134033203,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,033,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.546131134033203,-4.444711685180664,0.101419449,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,033,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-4.546131134033203,-4.546131134033203,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,034,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,034,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,034,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,035,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-6.2375946044921875,-6.2332916259765625,0.004302979,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,035,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-6.2375946044921875,-6.2419891357421875,-0.004394531,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,035,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-6.2375946044921875,-6.2419586181640625,-0.004364014,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,036,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-10.643351554870604,-10.643351554870604,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,036,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-10.643351554870604,-10.643351554870604,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,036,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-10.643351554870604,-10.643351554870604,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,037,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-5.74797248840332,-5.74797248840332,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,037,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.74797248840332,-5.74797248840332,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,037,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-5.74797248840332,-5.496622085571289,0.251350403,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,038,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.319252014160156,-3.3852310180664062,-0.065979004,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,038,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.319252014160156,-3.385902404785156,-0.066650391,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,038,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.319252014160156,-3.319252014160156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,039,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-5.363338470458984,-5.363460540771484,-0.000122070,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,039,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.363338470458984,-5.363430023193359,-0.000091553,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,039,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-5.363338470458984,-5.363246917724609,0.000091553,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,040,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-9.668636322021484,-9.671260833740234,-0.002624512,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,040,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-9.668636322021484,-9.559200286865234,0.109436035,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,040,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-9.668636322021484,-9.356502532958984,0.312133789,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,041,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-4.980229139328003,-4.743168592453003,0.237060547,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,041,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.980229139328003,-4.743168592453003,0.237060547,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,041,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-4.980229139328003,-4.980229139328003,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,042,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.2839298248291016,-3.283937454223633,-0.000007629,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,042,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.2839298248291016,-3.283937454223633,-0.000007629,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,042,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.2839298248291016,-3.283937454223633,-0.000007629,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,043,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-7.268787384033203,-7.811891555786133,-0.543104172,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,043,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.268787384033203,-7.811891555786133,-0.543104172,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,043,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-7.268787384033203,-7.811891555786133,-0.543104172,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,044,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.2235107421875,-3.05670166015625,0.166809082,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,044,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.2235107421875,-3.056640625,0.166870117,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,044,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.2235107421875,-3.2235107421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,045,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-1.351470947265625,-1.570451736450195,-0.218980789,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,045,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-1.351470947265625,-1.351470947265625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD62,045,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-1.351470947265625,-1.5527877807617188,-0.201316833,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD62,046,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-4.241325378417969,-4.105583190917969,0.135742188,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
