dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
CMU20,15,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.257709503173828,-2.9635696411132812,0.294139862,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-3.257709503173828,-3.257678985595703,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-3.257709503173828,-2.888652801513672,0.369056702,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-4.662910461425781,-4.537578582763672,0.125331879,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-3.222217559814453,-3.064361572265625,0.157855988,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.222217559814453,-3.0643310546875,0.157886505,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-3.222217559814453,-3.064361572265625,0.157855988,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-3.222217559814453,-2.7732162475585938,0.449001312,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.7787933349609375,-2.7787628173828125,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.7787933349609375,-3.1291351318359375,-0.350341797,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.7787933349609375,-3.1291351318359375,-0.350341797,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.7787933349609375,-2.4180145263671875,0.360778809,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-3.841384887695313,-3.841384887695313,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.841384887695313,-4.042137145996094,-0.200752258,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-3.841384887695313,-3.5939178466796875,0.247467041,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-3.841384887695313,-3.1327438354492188,0.708641052,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-11.652278900146484,-11.829994201660156,-0.177715302,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-11.652278900146484,-11.652278900146484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-11.652278900146484,-11.652278900146484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-11.652278900146484,-10.604454040527344,1.047824860,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-3.6317179203033447,-3.6311686038970943,0.000549316,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-4.765958786010742,-4.759977340698242,0.005981445,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-4.765958786010742,-4.150495529174805,0.615463257,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-3.351963758468628,-3.320255994796753,0.031707764,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.2549095153808594,-2.0389671325683594,0.215942383,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.2549095153808594,-1.8452110290527344,0.409698486,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.2549095153808594,-2.2549095153808594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.2549095153808594,-1.657941818237305,0.596967697,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.961628675460815,-2.961643934249878,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.961628675460815,-2.961643934249878,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.961628675460815,-2.961643934249878,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.961628675460815,-2.9469187259674072,0.014709949,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-1.8745841979980469,-1.767864227294922,0.106719971,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-1.8745841979980469,-1.9020652770996096,-0.027481079,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-1.8745841979980469,-1.8745841979980469,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-7.051090955734253,-7.030705213546753,0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-7.051090955734253,-7.030705213546753,0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-7.051090955734253,-6.883122205734253,0.167968750,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-6.414363861083984,-6.616634368896484,-0.202270508,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-6.414363861083984,-6.414363861083984,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-6.414363861083984,-7.190608978271484,-0.776245117,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.7176666259765625,-2.712350845336914,0.005315781,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.4184722900390625,-2.3885955810546875,0.029876709,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.3513641357421875,-2.080881118774414,0.270483017,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.8251419067382812,-2.376443862915039,0.448698044,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-3.616632461547851,-3.245080947875977,0.371551514,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-3.257709503173828,-2.58724594116211,0.670463562,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-4.662910461425781,-4.551860809326172,0.111049652,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-2.865570068359375,-3.145648956298828,-0.280078888,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-2.865570068359375,-3.064361572265625,-0.198791504,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-2.865570068359375,-3.064361572265625,-0.198791504,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-2.865570068359375,-3.0664215087890625,-0.200851440,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-3.1291351318359375,-2.7787628173828125,0.350372314,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-3.1291351318359375,-3.1291351318359375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-3.1291351318359375,-3.1291351318359375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-3.1291351318359375,-2.4179840087890625,0.711151123,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-4.044700622558594,-3.5939178466796875,0.450782776,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-4.044700622558594,-3.5939483642578125,0.450752258,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-4.044700622558594,-4.027214050292969,0.017486572,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-4.044700622558594,-3.5939178466796875,0.450782776,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_slip,w/o Slip,-11.652645111083984,-11.653316497802734,-0.000671387,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_forbid,w/o Forbid,-11.652645111083984,-11.652278900146484,0.000366211,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,no_termination,w/o Term,-11.652645111083984,-11.652278900146484,0.000366211,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,openrouter_grok4_mace_mp0_small,OpenRouter Grok-4,one_shot,1-Shot,-11.652645111083984,-10.602500915527344,1.050144196,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
