dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
CMU20,08,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-6.869441986083984,-6.856868743896484,0.012573242,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-6.869441986083984,-7.190670013427734,-0.321228027,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-1.9912567138671875,-1.8037338256835935,0.187522888,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-2.7176666259765625,-2.7095260620117188,0.008140564,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-2.3513641357421875,-2.0813217163085938,0.270042419,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.8251419067382812,-2.8301544189453125,-0.005012512,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.5796432495117188,-3.5911407470703125,-0.011497498,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.5796432495117188,-3.5911407470703125,-0.011497498,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.5796432495117188,-3.5911407470703125,-0.011497498,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-3.5796432495117188,-3.453330993652344,0.126312256,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.257678985595703,-3.257709503173828,-0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.257678985595703,-3.257678985595703,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.257678985595703,-3.257709503173828,-0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-3.257678985595703,-2.767475128173828,0.490203857,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-4.662910461425781,-4.272052764892578,0.390857697,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-3.240985870361328,-3.240985870361328,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.240985870361328,-3.240985870361328,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-3.240985870361328,-3.240985870361328,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-3.240985870361328,-2.692474365234375,0.548511505,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-2.7240142822265625,-3.2147865295410156,-0.490772247,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.7240142822265625,-2.8375282287597656,-0.113513947,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-2.7240142822265625,-3.2147865295410156,-0.490772247,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-2.7240142822265625,-2.5189666748046875,0.205047607,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-4.0125274658203125,-4.148807525634766,-0.136280060,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.0125274658203125,-4.148807525634766,-0.136280060,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-4.0125274658203125,-4.0125274658203125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-4.0125274658203125,-4.0125274658203125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_slip,w/o Slip,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_forbid,w/o Forbid,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,no_termination,w/o Term,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,anthropic_claude_sonnet46_mace_mp0_small,Anthropic Claude Sonnet 4.6,one_shot,1-Shot,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-3.6317179203033447,-3.6311686038970943,0.000549316,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-4.765958786010742,-4.765775680541992,0.000183105,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-4.765958786010742,-4.765714645385742,0.000244141,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.0603294372558594,-2.1948204040527344,-0.134490967,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.0603294372558594,-2.0389671325683594,0.021362305,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.0603294372558594,-1.8452110290527344,0.215118408,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.0603294372558594,-1.657941818237305,0.402387619,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.961643934249878,-2.9469187259674072,0.014725208,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.16463851928711,-1.8745841979980469,0.290054321,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.16463851928711,-1.8745841979980469,0.290054321,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.16463851928711,-1.8745841979980469,0.290054321,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-7.051090955734253,-7.030705213546753,0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-7.051090955734253,-6.883122205734253,0.167968750,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-6.414363861083984,-6.414363861083984,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-6.414363861083984,-6.414363861083984,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-6.414363861083984,-6.869441986083984,-0.455078125,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-6.414363861083984,-6.414363861083984,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-1.9739322662353516,-1.8013858795166016,0.172546387,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.7176666259765625,-2.1220951080322266,0.595571518,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.3885955810546875,-2.4184722900390625,-0.029876709,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.3885955810546875,-2.4184722900390625,-0.029876709,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.3885955810546875,-2.4184722900390625,-0.029876709,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.3885955810546875,-2.381309509277344,0.007286072,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.3513641357421875,-1.6070194244384766,0.744344711,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-2.8251419067382812,-2.376436233520508,0.448705673,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_termination,w/o Term,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,one_shot,1-Shot,-3.616632461547851,-3.616632461547851,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,openrouter_gemini25pro_mace_mp0_small,OpenRouter Gemini 2.5 Pro,no_slip,w/o Slip,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
