dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
CMU20,12,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-3.5796432495117188,-3.5911407470703125,-0.011497498,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-3.257678985595703,-3.257709503173828,-0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-4.662910461425781,-4.272052764892578,0.390857697,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-3.240985870361328,-3.240985870361328,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-2.7240142822265625,-3.2147865295410156,-0.490772247,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-4.0125274658203125,-4.148807525634766,-0.136280060,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,claude,Claude Sonnet 4.6,no_slip,w/o Slip,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,grok,Grok-4,no_slip,w/o Slip,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,grok,Grok-4,no_slip,w/o Slip,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,grok,Grok-4,no_slip,w/o Slip,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,grok,Grok-4,no_slip,w/o Slip,-2.2549095153808594,-2.0389671325683594,0.215942383,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,grok,Grok-4,no_slip,w/o Slip,-2.9616286754608154,-2.961643934249878,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,grok,Grok-4,no_slip,w/o Slip,-1.8745841979980469,-1.7678642272949219,0.106719971,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,grok,Grok-4,no_slip,w/o Slip,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,grok,Grok-4,no_slip,w/o Slip,-6.414363861083984,-6.616634368896484,-0.202270508,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,grok,Grok-4,no_slip,w/o Slip,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,grok,Grok-4,no_slip,w/o Slip,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,grok,Grok-4,no_slip,w/o Slip,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,grok,Grok-4,no_slip,w/o Slip,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,grok,Grok-4,no_slip,w/o Slip,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,grok,Grok-4,no_slip,w/o Slip,-3.6166324615478516,-3.6166324615478516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,grok,Grok-4,no_slip,w/o Slip,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,grok,Grok-4,no_slip,w/o Slip,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,grok,Grok-4,no_slip,w/o Slip,-2.865570068359375,-3.145648956298828,-0.280078888,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,grok,Grok-4,no_slip,w/o Slip,-3.1291351318359375,-2.7787628173828125,0.350372314,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,grok,Grok-4,no_slip,w/o Slip,-4.044700622558594,-3.5939178466796875,0.450782776,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,grok,Grok-4,no_slip,w/o Slip,-11.652645111083984,-11.653316497802734,-0.000671387,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-4.765958786010742,-4.765714645385742,0.000244141,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.0603294372558594,-2.0389671325683594,0.021362305,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.1646385192871094,-1.8745841979980469,0.290054321,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-6.414363861083984,-6.414363861083984,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.3885955810546875,-2.4184722900390625,-0.029876709,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.6166324615478516,-3.6166324615478516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.257709503173828,-2.9635696411132812,0.294139862,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.222217559814453,-3.0643310546875,0.157886505,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.7787933349609375,-3.1291351318359375,-0.350341797,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.8413848876953125,-4.042137145996094,-0.200752258,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,gemini,Gemini 2.5 Pro,no_forbid,w/o Forbid,-11.652278900146484,-11.652278900146484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,gpt,GPT-5.4,no_forbid,w/o Forbid,-3.627323865890503,-3.627323865890503,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,gpt,GPT-5.4,no_forbid,w/o Forbid,-4.769039154052734,-4.769039154052734,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,gpt,GPT-5.4,no_forbid,w/o Forbid,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.2549095153808594,-2.2549095153808594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.164623260498047,-1.8745841979980469,0.290039062,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,gpt,GPT-5.4,no_forbid,w/o Forbid,-7.030705213546753,-7.051090955734253,-0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,gpt,GPT-5.4,no_forbid,w/o Forbid,-7.190608978271484,-7.190670013427734,-0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,gpt,GPT-5.4,no_forbid,w/o Forbid,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.7095260620117188,-2.7095260620117188,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.3813095092773438,-2.4184722900390625,-0.037162781,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.0813217163085938,-2.3513641357421875,-0.270042419,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,gpt,GPT-5.4,no_forbid,w/o Forbid,-3.5911407470703125,-3.5911407470703125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,gpt,GPT-5.4,no_forbid,w/o Forbid,-3.257709503173828,-3.3851089477539062,-0.127399445,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,gpt,GPT-5.4,no_forbid,w/o Forbid,-4.272052764892578,-4.662910461425781,-0.390857697,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,gpt,GPT-5.4,no_forbid,w/o Forbid,-3.241016387939453,-3.240985870361328,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,gpt,GPT-5.4,no_forbid,w/o Forbid,-2.7240142822265625,-3.2147865295410156,-0.490772247,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,gpt,GPT-5.4,no_forbid,w/o Forbid,-4.0125274658203125,-4.148807525634766,-0.136280060,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,gpt,GPT-5.4,no_forbid,w/o Forbid,-11.652278900146484,-11.649532318115234,0.002746582,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.630131483078003,-3.623600721359253,0.006530762,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.769039154052734,-4.769039154052734,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.2848472595214844,-2.2851524353027344,-0.000305176,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-1.8745841979980469,-1.8745841979980469,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-6.869441986083984,-6.856868743896484,0.012573242,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.5796432495117188,-3.5911407470703125,-0.011497498,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.257678985595703,-3.257678985595703,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-3.240985870361328,-3.240985870361328,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.7240142822265625,-2.8375282287597656,-0.113513947,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.0125274658203125,-4.148807525634766,-0.136280060,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,claude,Claude Sonnet 4.6,no_forbid,w/o Forbid,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,grok,Grok-4,no_forbid,w/o Forbid,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,grok,Grok-4,no_forbid,w/o Forbid,-4.765958786010742,-4.759977340698242,0.005981445,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,grok,Grok-4,no_forbid,w/o Forbid,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,grok,Grok-4,no_forbid,w/o Forbid,-2.2549095153808594,-1.8452110290527344,0.409698486,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,grok,Grok-4,no_forbid,w/o Forbid,-2.9616286754608154,-2.961643934249878,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,grok,Grok-4,no_forbid,w/o Forbid,-1.8745841979980469,-1.9020652770996094,-0.027481079,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,grok,Grok-4,no_forbid,w/o Forbid,-7.051090955734253,-7.030705213546753,0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,grok,Grok-4,no_forbid,w/o Forbid,-6.414363861083984,-6.414363861083984,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,grok,Grok-4,no_forbid,w/o Forbid,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,grok,Grok-4,no_forbid,w/o Forbid,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,grok,Grok-4,no_forbid,w/o Forbid,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,grok,Grok-4,no_forbid,w/o Forbid,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,grok,Grok-4,no_forbid,w/o Forbid,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,grok,Grok-4,no_forbid,w/o Forbid,-3.6166324615478516,-3.6166324615478516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,grok,Grok-4,no_forbid,w/o Forbid,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,grok,Grok-4,no_forbid,w/o Forbid,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,grok,Grok-4,no_forbid,w/o Forbid,-2.865570068359375,-3.064361572265625,-0.198791504,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,grok,Grok-4,no_forbid,w/o Forbid,-3.1291351318359375,-3.1291351318359375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,grok,Grok-4,no_forbid,w/o Forbid,-4.044700622558594,-3.5939483642578125,0.450752258,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,grok,Grok-4,no_forbid,w/o Forbid,-11.652645111083984,-11.652278900146484,0.000366211,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.0603294372558594,-1.8452110290527344,0.215118408,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.1646385192871094,-1.8745841979980469,0.290054321,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-7.051090955734253,-7.030705213546753,0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-6.414363861083984,-6.869441986083984,-0.455078125,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.3885955810546875,-2.4184722900390625,-0.029876709,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-3.6166324615478516,-3.6166324615478516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-3.257709503173828,-3.257678985595703,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-3.222217559814453,-3.064361572265625,0.157855988,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-2.7787933349609375,-3.1291351318359375,-0.350341797,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-3.8413848876953125,-3.5939178466796875,0.247467041,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,gemini,Gemini 2.5 Pro,no_termination,w/o Term,-11.652278900146484,-11.652278900146484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,gpt,GPT-5.4,no_termination,w/o Term,-3.627323865890503,-3.630131483078003,-0.002807617,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,gpt,GPT-5.4,no_termination,w/o Term,-4.769039154052734,-4.769039154052734,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,gpt,GPT-5.4,no_termination,w/o Term,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
