dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
OCD24,011,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-4.284637451171875,-4.284698486328125,-0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,011,Grok-4,Grok-4,no_slip,w/o Slip,-3.356536865234375,-4.16278076171875,-0.806243896,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-2.746053695678711,-2.6935501098632812,0.052503586,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-2.746053695678711,-2.6935501098632812,0.052503586,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-2.768667221069336,-2.6933975219726562,0.075269699,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,Grok-4,Grok-4,no_slip,w/o Slip,-2.772481918334961,-2.7007198333740234,0.071762085,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-9.319587707519531,-9.669624328613281,-0.350036621,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-10.361473083496094,-10.361473083496094,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-10.361473083496094,-10.258064270019531,0.103408813,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,Grok-4,Grok-4,no_slip,w/o Slip,-10.361473083496094,-10.361473083496094,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-5.207887649536133,-5.222894668579102,-0.015007019,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-5.222894668579102,-5.222894668579102,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-5.222879409790039,-5.207887649536133,0.014991760,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,Grok-4,Grok-4,no_slip,w/o Slip,-5.222879409790039,-5.222879409790039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-1.351470947265625,-1.5704517364501953,-0.218980789,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-1.4145851135253906,-1.5704517364501953,-0.155866623,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-1.5510482788085938,-1.5380783081054688,0.012969971,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,Grok-4,Grok-4,no_slip,w/o Slip,-1.351470947265625,-1.5704517364501953,-0.218980789,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-12.998695373535156,-12.998695373535156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-12.998695373535156,-12.998695373535156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-12.998725891113281,-12.998695373535156,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,Grok-4,Grok-4,no_slip,w/o Slip,-12.998695373535156,-12.998695373535156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-5.363338470458984,-5.363460540771484,-0.000122070,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-5.363460540771484,-5.363460540771484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-5.362604141235352,-5.363460540771484,-0.000856400,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,Grok-4,Grok-4,no_slip,w/o Slip,-5.362634658813477,-5.363460540771484,-0.000825882,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-6.991722106933594,-7.120536804199219,-0.128814697,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,Grok-4,Grok-4,no_slip,w/o Slip,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,019,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-3.5041396617889404,-3.3380630016326904,0.166076660,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,019,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-3.5041396617889404,-3.5041396617889404,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,019,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-3.5041396617889404,-3.3380630016326904,0.166076660,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,019,Grok-4,Grok-4,no_slip,w/o Slip,-3.3380630016326904,-3.5041396617889404,-0.166076660,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,020,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-6.2419586181640625,-6.2419586181640625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,020,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-6.176261901855469,-6.2312164306640625,-0.054954529,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,020,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-6.2419586181640625,-6.2310943603515625,0.010864258,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,020,Grok-4,Grok-4,no_slip,w/o Slip,-6.2334442138671875,-6.2311859130859375,0.002258301,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,021,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-3.6018409729003906,-3.6018409729003906,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,021,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-3.6048831939697266,-3.6048831939697266,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,021,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-3.6048831939697266,-3.5104408264160156,0.094442368,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,021,Grok-4,Grok-4,no_slip,w/o Slip,-3.6088905334472656,-3.6048831939697266,0.004007339,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,022,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-3.3845176696777344,-3.3845176696777344,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,022,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-3.3845252990722656,-3.3845176696777344,0.000007629,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,022,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-3.3456077575683594,-3.3845176696777344,-0.038909912,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,022,Grok-4,Grok-4,no_slip,w/o Slip,-3.3845252990722656,-3.3845176696777344,0.000007629,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,023,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-14.549540519714355,-14.549540519714355,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,023,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-14.549540519714355,-14.256022453308105,0.293518066,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,023,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-14.549540519714355,-14.549540519714355,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,023,Grok-4,Grok-4,no_slip,w/o Slip,-14.549540519714355,-14.505778312683105,0.043762207,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,024,Claude Sonnet 4.6,Claude Sonnet 4.6,no_slip,w/o Slip,-3.417623519897461,-3.715871810913086,-0.298248291,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,024,Gemini 2.5 Pro,Gemini 2.5 Pro,no_slip,w/o Slip,-3.715871810913086,-3.715871810913086,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,024,GPT-5.4,GPT-5.4,no_slip,w/o Slip,-3.715871810913086,-3.715871810913086,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,024,Grok-4,Grok-4,no_slip,w/o Slip,-3.715871810913086,-3.421102523803711,0.294769287,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,001,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.743168592453003,-4.743168592453003,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,001,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-4.980229139328003,-4.980229139328003,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,001,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-4.743168592453003,-4.743168592453003,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,001,Grok-4,Grok-4,no_forbid,w/o Forbid,-4.959049940109253,-4.959049940109253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,002,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.2280120849609375,-7.2280120849609375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,002,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-7.2280120849609375,-7.2280120849609375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,002,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-7.2280120849609375,-7.2280120849609375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,002,Grok-4,Grok-4,no_forbid,w/o Forbid,-7.1137542724609375,-7.1137542724609375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,003,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-11.654779434204102,-11.654779434204102,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,003,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-11.654779434204102,-11.654779434204102,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,003,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-11.669610977172852,-11.654779434204102,0.014831543,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,003,Grok-4,Grok-4,no_forbid,w/o Forbid,-11.659296035766602,-11.654779434204102,0.004516602,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,004,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-11.384456634521484,-11.384395599365234,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,004,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-10.13772201538086,-10.13772201538086,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,004,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-11.384456634521484,-10.396541595458984,0.987915039,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,004,Grok-4,Grok-4,no_forbid,w/o Forbid,-10.13772201538086,-10.13772201538086,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,005,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-10.643351554870605,-10.643351554870605,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,005,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-10.643351554870605,-10.643351554870605,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,005,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-10.643351554870605,-10.643351554870605,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,005,Grok-4,Grok-4,no_forbid,w/o Forbid,-10.118144035339355,-10.643351554870605,-0.525207520,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,006,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,006,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,006,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,006,Grok-4,Grok-4,no_forbid,w/o Forbid,-7.403881072998047,-7.403881072998047,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,007,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-10.732337951660156,-10.710975646972656,0.021362305,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,007,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-10.732337951660156,-10.732337951660156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,007,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-10.713539123535156,-10.713539123535156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,007,Grok-4,Grok-4,no_forbid,w/o Forbid,-10.711036682128906,-10.710975646972656,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,008,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.346961975097656,-4.346961975097656,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,008,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-4.346961975097656,-4.346961975097656,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,008,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-4.346961975097656,-4.346961975097656,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,008,Grok-4,Grok-4,no_forbid,w/o Forbid,-4.346961975097656,-4.346961975097656,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,009,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-8.870079040527344,-8.992385864257812,-0.122306824,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,009,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-7.9674224853515625,-7.8809051513671875,0.086517334,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,009,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-8.870079040527344,-7.6201934814453125,1.249885559,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,009,Grok-4,Grok-4,no_forbid,w/o Forbid,-8.395408630371094,-8.408592224121094,-0.013183594,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,010,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-7.707094192504883,-7.707094192504883,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,010,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-7.707094192504883,-7.707033157348633,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,010,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-7.707094192504883,-7.707094192504883,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,010,Grok-4,Grok-4,no_forbid,w/o Forbid,-7.707094192504883,-7.707033157348633,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,011,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-4.284576416015625,-4.284393310546875,0.000183105,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,011,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-3.56817626953125,-3.356536865234375,0.211639404,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,011,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-4.284637451171875,-4.284576416015625,0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,011,Grok-4,Grok-4,no_forbid,w/o Forbid,-3.356536865234375,-4.162750244140625,-0.806213379,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-2.746053695678711,-2.746053695678711,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-2.746053695678711,-2.746053695678711,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-2.768667221069336,-2.746053695678711,0.022613525,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,012,Grok-4,Grok-4,no_forbid,w/o Forbid,-2.772481918334961,-2.746053695678711,0.026428223,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-9.319587707519531,-9.077415466308594,0.242172241,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-10.361473083496094,-10.361473083496094,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-10.361473083496094,-10.361473083496094,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,013,Grok-4,Grok-4,no_forbid,w/o Forbid,-10.361473083496094,-10.361473083496094,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.207887649536133,-5.207887649536133,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-5.222894668579102,-5.222879409790039,0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-5.222879409790039,-5.222864151000977,0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,014,Grok-4,Grok-4,no_forbid,w/o Forbid,-5.222879409790039,-5.222879409790039,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-1.351470947265625,-1.351470947265625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-1.4145851135253906,-1.5704517364501953,-0.155866623,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-1.5510482788085938,-1.3554611206054688,0.195587158,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,015,Grok-4,Grok-4,no_forbid,w/o Forbid,-1.351470947265625,-1.351470947265625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-12.998695373535156,-12.998695373535156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-12.998695373535156,-12.998725891113281,-0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-12.998725891113281,-12.998695373535156,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,016,Grok-4,Grok-4,no_forbid,w/o Forbid,-12.998695373535156,-12.998695373535156,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-5.363338470458984,-5.363430023193359,-0.000091553,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-5.363460540771484,-5.363460540771484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-5.362604141235352,-5.363460540771484,-0.000856400,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,017,Grok-4,Grok-4,no_forbid,w/o Forbid,-5.362634658813477,-5.363460540771484,-0.000825882,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,Claude Sonnet 4.6,Claude Sonnet 4.6,no_forbid,w/o Forbid,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,Gemini 2.5 Pro,Gemini 2.5 Pro,no_forbid,w/o Forbid,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
OCD24,018,GPT-5.4,GPT-5.4,no_forbid,w/o Forbid,-6.991722106933594,-6.991722106933594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
