variant,variant_label,paired_successes,mean_delta_E_variant_minus_full_eV,median_delta_E_variant_minus_full_eV,full_lower_by_gt_0p05eV,variant_lower_by_gt_0p05eV,within_pm_0p05eV,tie_within_0p01eV
single_shot,1-Shot,178,0.36442,0.071932,97,7,74,61
