case_id,n_random,status,successful,failed,best_energy,mean_energy,std_energy,best_structure_file,wall_clock_sec
03,20,success,20,0,-3.323246717453003,-2.109027051925659,1.356525910672188,research/results/canonical_raw/cmu20_random_baseline_n20/03/artifacts/03_random_top1_random_002_E-3.323247.xyz,2504.516284223646
06,20,success,20,0,-2.678739547729492,-1.273184585571289,0.5654776447938299,research/results/canonical_raw/cmu20_random_baseline_n20/06/artifacts/06_random_top1_random_008_E-2.678740.xyz,5596.555731907487
07,20,success,20,0,-7.041508436203003,-6.772270154953003,0.473385974862579,research/results/canonical_raw/cmu20_random_baseline_n20/07/artifacts/07_random_top1_random_009_E-7.041508.xyz,9330.85959534347
08,20,success,20,0,-7.188383102416992,-5.916282272338867,0.8253199023707783,research/results/canonical_raw/cmu20_random_baseline_n20/08/artifacts/08_random_top1_random_018_E-7.188383.xyz,12495.640461813658
11,20,success,20,0,-2.4397830963134766,-2.4087879180908205,0.021180925711143474,research/results/canonical_raw/cmu20_random_baseline_n20/11/artifacts/11_random_top1_random_002_E-2.439783.xyz,5054.1511422246695
