backend,case_id,variant,best_energy,success,failure_class,iterations,tokens_used,raw_status,error,full_energy,full_success,delta_vs_full_recomputed
Claude Sonnet 4.6,027,no_forbid,-7.707094192504883,True,success,5,38006,success,,-7.707094192504883,True,0.0
Claude Sonnet 4.6,028,no_forbid,-7.811891555786133,True,success,5,40548,success,,-7.268787384033203,True,-0.5431041717529297
Claude Sonnet 4.6,029,no_forbid,-2.739093780517578,True,success,5,37503,success,,-2.739093780517578,True,0.0
Claude Sonnet 4.6,030,no_forbid,-4.292024612426758,True,success,5,41072,success,,-4.292024612426758,True,0.0
Claude Sonnet 4.6,031,no_forbid,-7.334962844848633,True,success,5,38873,success,,-7.339601516723633,True,0.004638671875
Claude Sonnet 4.6,032,no_forbid,-1.094757080078125,True,success,5,40915,success,,-1.094757080078125,True,0.0
Claude Sonnet 4.6,033,no_forbid,-3.056640625,True,success,5,36497,success,,-3.2235107421875,True,0.1668701171875
Claude Sonnet 4.6,034,no_forbid,-3.607452392578125,True,success,5,34639,success,,-3.4394569396972656,True,-0.16799545288085938
Claude Sonnet 4.6,035,no_forbid,-4.418554306030273,True,success,5,33259,success,,-4.418554306030273,True,0.0
Claude Sonnet 4.6,036,no_forbid,-0.16718101501464844,True,success,5,32509,success,,-0.1671810150146484,True,-2.7755575615628914e-17
Claude Sonnet 4.6,037,no_forbid,-9.077659606933594,True,success,4,34983,success,,-9.236335754394531,True,0.1586761474609375
Claude Sonnet 4.6,038,no_forbid,-3.3859024047851562,True,success,5,38719,success,,-3.319252014160156,True,-0.06665039062500044
Claude Sonnet 4.6,039,no_forbid,-7.450052261352539,True,success,4,35022,success,,-7.434549331665039,True,-0.0155029296875
Claude Sonnet 4.6,040,no_forbid,-5.74797248840332,True,success,5,40638,success,,-5.74797248840332,True,0.0
Claude Sonnet 4.6,041,no_forbid,-4.055267333984375,True,success,5,41870,success,,-4.055267333984375,True,0.0
Claude Sonnet 4.6,042,no_forbid,-2.2752609252929688,True,success,5,42911,success,,-2.2634506225585938,True,-0.011810302734375
Claude Sonnet 4.6,043,no_forbid,,False,natural_failure,4,23679,failed,,-3.145526885986328,True,
Claude Sonnet 4.6,044,no_forbid,-5.085487365722656,True,success,5,34724,success,,-5.087837219238281,True,0.002349853515625
Claude Sonnet 4.6,045,no_forbid,-2.8482284545898438,True,success,5,37530,success,,-2.848228454589844,True,4.440892098500626e-16
Claude Sonnet 4.6,046,no_forbid,-8.329967498779297,True,success,5,32847,success,,-8.329967498779297,True,0.0
Claude Sonnet 4.6,047,no_forbid,-10.486995697021484,True,success,5,32765,success,,-10.486995697021484,True,0.0
Claude Sonnet 4.6,048,no_forbid,-2.903726577758789,True,success,4,36597,success,,-2.9037342071533203,True,7.62939453125e-06
Claude Sonnet 4.6,049,no_forbid,-8.628105163574219,True,success,5,39029,success,,-8.627952575683594,True,-0.000152587890625
Claude Sonnet 4.6,050,no_forbid,-11.695274353027344,True,success,5,35107,success,,-11.695304870605469,True,3.0517578125e-05
Claude Sonnet 4.6,001,no_termination,-4.980229139328003,True,success,5,36051,success,,-4.980229139328003,True,0.0
Claude Sonnet 4.6,002,no_termination,-3.5041396617889404,True,success,5,37574,success,,-3.5041396617889404,True,0.0
Claude Sonnet 4.6,003,no_termination,-3.1345107555389404,True,success,5,36067,success,,-3.1345107555389404,True,0.0
Claude Sonnet 4.6,004,no_termination,-7.1396026611328125,True,success,5,38739,success,,-7.2280120849609375,True,0.088409423828125
Claude Sonnet 4.6,005,no_termination,-6.2419586181640625,True,success,5,42304,success,,-6.2375946044921875,True,-0.004364013671875
Claude Sonnet 4.6,006,no_termination,-5.4748687744140625,True,success,5,37468,success,,-5.4569244384765625,True,-0.0179443359375
Claude Sonnet 4.6,007,no_termination,-11.654596328735352,True,success,5,50609,success,,-11.654596328735352,True,0.0
Claude Sonnet 4.6,008,no_termination,-4.546131134033203,True,success,5,39141,success,,-4.546131134033203,True,0.0
Claude Sonnet 4.6,009,no_termination,-5.017307281494141,True,success,5,35697,success,,-5.017307281494141,True,0.0
Claude Sonnet 4.6,010,no_termination,-10.075138092041016,True,success,5,40945,success,,-10.075138092041016,True,0.0
Claude Sonnet 4.6,011,no_termination,-3.283937454223633,True,success,4,30827,success,,-3.2839298248291016,True,-7.62939453125e-06
Claude Sonnet 4.6,012,no_termination,-9.356502532958984,True,success,5,38966,success,,-9.668636322021484,True,0.3121337890625
Claude Sonnet 4.6,013,no_termination,-3.3845176696777344,True,success,5,40267,success,,-3.34561538696289,True,-0.038902282714844194
Claude Sonnet 4.6,014,no_termination,-7.854701995849609,True,success,5,40297,success,,-7.570980072021484,True,-0.283721923828125
Claude Sonnet 4.6,015,no_termination,-10.643351554870605,True,success,5,37541,success,,-10.643351554870604,True,-1.7763568394002505e-15
Claude Sonnet 4.6,016,no_termination,-14.549540519714355,True,success,5,40783,success,,-14.549540519714355,True,0.0
Claude Sonnet 4.6,017,no_termination,-7.4900312423706055,True,success,4,34598,success,,-8.466651916503906,True,0.9766206741333008
Claude Sonnet 4.6,018,no_termination,-2.113170623779297,True,success,5,31374,success,,-2.113170623779297,True,0.0
Claude Sonnet 4.6,019,no_termination,-3.493175506591797,True,success,5,32330,success,,-3.493175506591797,True,0.0
Claude Sonnet 4.6,020,no_termination,-2.7164840698242188,True,success,5,35776,success,,-2.716468811035156,True,-1.525878906294409e-05
Claude Sonnet 4.6,021,no_termination,-4.241508483886719,True,success,5,36256,success,,-4.241325378417969,True,-0.00018310546875
Claude Sonnet 4.6,022,no_termination,-7.176612854003906,True,success,5,36340,success,,-7.159950256347656,True,-0.01666259765625
Claude Sonnet 4.6,023,no_termination,-7.047445297241211,True,success,5,40321,success,,-4.346961975097656,True,-2.7004833221435547
Claude Sonnet 4.6,024,no_termination,-3.288808822631836,True,success,5,40483,success,,-3.288808822631836,True,0.0
Claude Sonnet 4.6,025,no_termination,-8.870079040527344,True,success,5,38933,success,,-7.8810882568359375,True,-0.9889907836914062
Claude Sonnet 4.6,026,no_termination,-19.925071716308594,True,success,5,30988,success,,-19.925071716308594,True,0.0
Claude Sonnet 4.6,027,no_termination,-7.707094192504883,True,success,5,37764,success,,-7.707094192504883,True,0.0
Claude Sonnet 4.6,028,no_termination,-7.811891555786133,True,success,5,41159,success,,-7.268787384033203,True,-0.5431041717529297
Claude Sonnet 4.6,029,no_termination,-2.739093780517578,True,success,5,39979,success,,-2.739093780517578,True,0.0
Claude Sonnet 4.6,030,no_termination,-4.276355743408203,True,success,5,41185,success,,-4.292024612426758,True,0.015668869018554688
Claude Sonnet 4.6,031,no_termination,-7.339601516723633,True,success,5,38415,success,,-7.339601516723633,True,0.0
Claude Sonnet 4.6,032,no_termination,-1.094757080078125,True,success,5,35636,success,,-1.094757080078125,True,0.0
Claude Sonnet 4.6,033,no_termination,-3.2235107421875,True,success,5,36485,success,,-3.2235107421875,True,0.0
Claude Sonnet 4.6,034,no_termination,-3.607513427734375,True,success,5,34771,success,,-3.4394569396972656,True,-0.16805648803710938
Claude Sonnet 4.6,035,no_termination,-4.381780624389648,True,success,4,29670,success,,-4.418554306030273,True,0.036773681640625
Claude Sonnet 4.6,036,no_termination,-0.1658496856689453,True,success,5,34259,success,,-0.1671810150146484,True,0.0013313293457030972
Claude Sonnet 4.6,037,no_termination,-10.361473083496094,True,success,5,35290,success,,-9.236335754394531,True,-1.1251373291015625
Claude Sonnet 4.6,038,no_termination,-3.3192520141601562,True,success,5,38536,success,,-3.319252014160156,True,-4.440892098500626e-16
Claude Sonnet 4.6,039,no_termination,-7.434549331665039,True,success,5,34172,success,,-7.434549331665039,True,0.0
Claude Sonnet 4.6,040,no_termination,-5.496622085571289,True,success,5,37908,success,,-5.74797248840332,True,0.25135040283203125
Claude Sonnet 4.6,041,no_termination,-3.95587158203125,True,success,5,39069,success,,-4.055267333984375,True,0.099395751953125
Claude Sonnet 4.6,042,no_termination,-2.152191162109375,True,success,5,40901,success,,-2.2634506225585938,True,0.11125946044921875
Claude Sonnet 4.6,043,no_termination,-3.1455345153808594,True,success,5,38197,success,,-3.145526885986328,True,-7.62939453125e-06
Claude Sonnet 4.6,044,no_termination,-5.087837219238281,True,success,5,37729,success,,-5.087837219238281,True,0.0
Claude Sonnet 4.6,045,no_termination,-2.8482284545898438,True,success,5,36327,success,,-2.848228454589844,True,4.440892098500626e-16
Claude Sonnet 4.6,046,no_termination,-8.329967498779297,True,success,5,35032,success,,-8.329967498779297,True,0.0
Claude Sonnet 4.6,047,no_termination,-10.486995697021484,True,success,5,35073,success,,-10.486995697021484,True,0.0
Claude Sonnet 4.6,048,no_termination,-2.903726577758789,True,success,5,38214,success,,-2.9037342071533203,True,7.62939453125e-06
Claude Sonnet 4.6,049,no_termination,-8.249351501464844,True,success,5,36612,success,,-8.627952575683594,True,0.37860107421875
Claude Sonnet 4.6,050,no_termination,-11.695304870605469,True,success,5,35447,success,,-11.695304870605469,True,0.0
Gemini 2.5 Pro,001,no_slip,-4.743168592453003,True,success,4,24347,success,,-4.980229139328003,True,0.237060546875
Gemini 2.5 Pro,002,no_slip,-3.3380630016326904,True,success,3,19416,success,,-3.3380630016326904,True,0.0
Gemini 2.5 Pro,003,no_slip,-3.134342908859253,True,success,5,25533,success,,-3.134342908859253,True,0.0
Gemini 2.5 Pro,004,no_slip,-7.1137542724609375,True,success,5,26802,success,,-7.2280120849609375,True,0.1142578125
Gemini 2.5 Pro,005,no_slip,-6.1764984130859375,True,success,5,27414,success,,-6.176261901855469,True,-0.00023651123046875
Gemini 2.5 Pro,006,no_slip,-4.651206970214844,True,success,5,26823,success,,-5.4511260986328125,True,0.7999191284179688
Gemini 2.5 Pro,007,no_slip,-11.654779434204102,True,success,4,26543,success,,-11.654657363891602,True,-0.0001220703125
Gemini 2.5 Pro,008,no_slip,-4.444711685180664,True,success,5,26105,success,,-4.546146392822266,True,0.10143470764160156
Gemini 2.5 Pro,009,no_slip,-4.933353424072266,True,success,5,26791,success,,-4.950687408447266,True,0.017333984375
Gemini 2.5 Pro,010,no_slip,-10.066949844360352,True,success,5,26776,success,,-10.075260162353516,True,0.008310317993164062
Gemini 2.5 Pro,011,no_slip,-3.2839298248291016,True,success,5,25160,success,,-3.283937454223633,True,7.62939453125e-06
Gemini 2.5 Pro,012,no_slip,-9.671321868896484,True,success,5,28678,success,,-9.670589447021484,True,-0.000732421875
Gemini 2.5 Pro,013,no_slip,-3.3845252990722656,True,success,5,28834,success,,-3.3845176696777344,True,-7.62939453125e-06
Gemini 2.5 Pro,014,no_slip,-7.724544525146484,True,success,5,31522,success,,-7.717494964599609,True,-0.007049560546875
Gemini 2.5 Pro,015,no_slip,-10.643351554870605,True,success,5,27183,success,,-10.606913566589355,True,-0.03643798828125
Gemini 2.5 Pro,016,no_slip,-14.256022453308105,True,success,5,28709,success,,-14.549540519714355,True,0.29351806640625
Gemini 2.5 Pro,017,no_slip,-8.466667175292969,True,success,5,26755,success,,-8.466377258300781,True,-0.0002899169921875
Gemini 2.5 Pro,018,no_slip,-2.149404525756836,True,success,5,24740,success,,-2.113170623779297,True,-0.03623390197753906
Gemini 2.5 Pro,019,no_slip,-3.549367904663086,True,success,5,25394,success,,-3.493175506591797,True,-0.05619239807128906
Gemini 2.5 Pro,020,no_slip,-2.7164840698242188,True,success,5,26785,success,,-2.7165756225585938,True,9.1552734375e-05
Gemini 2.5 Pro,021,no_slip,-4.241477966308594,True,success,5,27117,success,,-4.241493225097656,True,1.52587890625e-05
Gemini 2.5 Pro,022,no_slip,-7.176612854003906,True,success,5,26761,success,,-7.176612854003906,True,0.0
Gemini 2.5 Pro,023,no_slip,-4.346961975097656,True,success,5,27697,success,,-4.346961975097656,True,0.0
Gemini 2.5 Pro,024,no_slip,-3.2602920532226562,True,success,5,26570,success,,-3.288808822631836,True,0.028516769409179688
Gemini 2.5 Pro,025,no_slip,-7.8788909912109375,True,success,5,26903,success,,-7.967422485351563,True,0.08853149414062589
Gemini 2.5 Pro,026,no_slip,-19.925071716308594,True,success,5,25468,success,,-19.78919982910156,True,-0.1358718872070348
Gemini 2.5 Pro,027,no_slip,-7.707094192504883,True,success,5,26587,success,,-7.707094192504883,True,0.0
Gemini 2.5 Pro,028,no_slip,-7.790651321411133,True,success,5,29049,success,,-7.811891555786133,True,0.021240234375
Gemini 2.5 Pro,029,no_slip,-2.722797393798828,True,success,5,30864,success,,-2.722797393798828,True,0.0
Gemini 2.5 Pro,030,no_slip,-4.578418731689453,True,success,5,30650,success,,-4.292024612426758,True,-0.2863941192626953
Gemini 2.5 Pro,031,no_slip,-7.338869094848633,True,success,5,26286,success,,-7.338869094848633,True,0.0
Gemini 2.5 Pro,032,no_slip,-1.094757080078125,True,success,5,29932,success,,-1.094757080078125,True,0.0
Gemini 2.5 Pro,033,no_slip,-2.7374267578125,True,success,5,28159,success,,-3.01446533203125,True,0.27703857421875
Gemini 2.5 Pro,034,no_slip,-3.439350128173828,True,success,5,29166,success,,-3.43936538696289,True,1.525878906205591e-05
Gemini 2.5 Pro,035,no_slip,-4.418554306030273,True,success,5,25295,success,,-4.418584823608398,True,3.0517578125e-05
Gemini 2.5 Pro,036,no_slip,-0.16718101501464844,True,success,5,25147,success,,-0.1671810150146484,True,-2.7755575615628914e-17
Gemini 2.5 Pro,037,no_slip,-10.363121032714844,True,success,5,26738,success,,-10.361473083496094,True,-0.00164794921875
Gemini 2.5 Pro,038,no_slip,-3.3857192993164062,True,success,5,25651,success,,-3.3852310180664062,True,-0.00048828125
Gemini 2.5 Pro,039,no_slip,-7.434549331665039,True,success,5,25861,success,,-7.450052261352539,True,0.0155029296875
Gemini 2.5 Pro,040,no_slip,-5.74797248840332,True,success,5,28554,success,,-5.74797248840332,True,0.0
Gemini 2.5 Pro,041,no_slip,-4.074314117431641,True,success,5,27259,success,,-3.95587158203125,True,-0.11844253540039062
Gemini 2.5 Pro,042,no_slip,-2.2128028869628906,True,success,5,28718,success,,-2.21280288696289,True,-4.440892098500626e-16
Gemini 2.5 Pro,043,no_slip,-3.1455345153808594,True,success,4,25437,success,,,False,
Gemini 2.5 Pro,044,no_slip,-5.087898254394531,True,success,5,24980,success,,-5.087837219238281,True,-6.103515625e-05
Gemini 2.5 Pro,045,no_slip,-2.8482284545898438,True,success,5,25150,success,,-2.848228454589844,True,4.440892098500626e-16
Gemini 2.5 Pro,046,no_slip,-8.322032928466797,True,success,5,24285,success,,-8.322032928466797,True,0.0
Gemini 2.5 Pro,047,no_slip,-10.486995697021484,True,success,5,25541,success,,-10.486995697021484,True,0.0
Gemini 2.5 Pro,048,no_slip,-2.903726577758789,True,success,2,14322,success,,-2.903726577758789,True,0.0
Gemini 2.5 Pro,049,no_slip,-7.730308532714844,True,success,5,28510,success,,-8.628105163574219,True,0.897796630859375
Gemini 2.5 Pro,050,no_slip,-11.695274353027344,True,success,5,27149,success,,-11.695304870605469,True,3.0517578125e-05
Gemini 2.5 Pro,001,no_forbid,-4.743168592453003,True,success,3,20451,success,,-4.980229139328003,True,0.237060546875
Gemini 2.5 Pro,002,no_forbid,-3.338047742843628,True,success,3,20921,success,,-3.3380630016326904,True,1.52587890625e-05
Gemini 2.5 Pro,003,no_forbid,-3.134526014328003,True,success,5,27268,success,,-3.134342908859253,True,-0.00018310546875
Gemini 2.5 Pro,004,no_forbid,-7.2280120849609375,True,success,5,27940,success,,-7.2280120849609375,True,0.0
Gemini 2.5 Pro,005,no_forbid,-6.176292419433594,True,success,5,27191,success,,-6.176261901855469,True,-3.0517578125e-05
Gemini 2.5 Pro,006,no_forbid,-5.47479248046875,True,success,5,28420,success,,-5.4511260986328125,True,-0.0236663818359375
Gemini 2.5 Pro,007,no_forbid,-11.654779434204102,True,success,4,28779,success,,-11.654657363891602,True,-0.0001220703125
Gemini 2.5 Pro,008,no_forbid,-4.444726943969727,True,success,5,28007,success,,-4.546146392822266,True,0.10141944885253906
Gemini 2.5 Pro,009,no_forbid,-4.950687408447266,True,success,5,30079,success,,-4.950687408447266,True,0.0
Gemini 2.5 Pro,010,no_forbid,-10.076349258422852,True,success,5,27914,success,,-10.075260162353516,True,-0.0010890960693359375
Gemini 2.5 Pro,011,no_forbid,-3.283937454223633,True,success,4,25486,success,,-3.283937454223633,True,0.0
Gemini 2.5 Pro,012,no_forbid,-9.671077728271484,True,success,5,31799,success,,-9.670589447021484,True,-0.00048828125
Gemini 2.5 Pro,013,no_forbid,-3.3845252990722656,True,success,5,31702,success,,-3.3845176696777344,True,-7.62939453125e-06
Gemini 2.5 Pro,014,no_forbid,-7.570980072021484,True,success,5,33695,success,,-7.717494964599609,True,0.146514892578125
Gemini 2.5 Pro,015,no_forbid,-10.643351554870605,True,success,5,29659,success,,-10.606913566589355,True,-0.03643798828125
Gemini 2.5 Pro,016,no_forbid,-13.564433097839355,True,success,1,2911,success,,-14.549540519714355,True,0.985107421875
Gemini 2.5 Pro,017,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-8.466377258300781,True,
Gemini 2.5 Pro,018,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-2.113170623779297,True,
Gemini 2.5 Pro,019,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-3.493175506591797,True,
Gemini 2.5 Pro,020,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-2.7165756225585938,True,
Gemini 2.5 Pro,021,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-4.241493225097656,True,
Gemini 2.5 Pro,022,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-7.176612854003906,True,
Gemini 2.5 Pro,023,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-4.346961975097656,True,
Gemini 2.5 Pro,024,no_forbid,-3.1459274291992188,True,success,1,2743,success,,-3.288808822631836,True,0.1428813934326172
Gemini 2.5 Pro,025,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-7.967422485351563,True,
Gemini 2.5 Pro,026,no_forbid,,False,external_failure,0,0,error,"403 This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry. [reason: ""BILLING_DISABLED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""aiplatform.googleapis.com""
}
metadata {
  key: ""containerInfo""
  value: ""igneous-sandbox-479916-t9""
}
metadata {
  key: ""consumer""
  value: ""projects/igneous-sandbox-479916-t9""
}
metadata {
  key: ""consoleUrl""
  value: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
, locale: ""en-US""
message: ""This API method requires billing to be enabled. Please enable billing on project #igneous-sandbox-479916-t9 by visiting https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""
, links {
  description: ""Google developers console billing""
  url: ""https://console.developers.google.com/billing/enable?project=igneous-sandbox-479916-t9""
}
]",-19.78919982910156,True,
