case_id,n_random,status,successful,failed,random_best_energy,mean_energy,std_energy,best_structure_file,wall_clock_sec,adsmind_full_best_energy,adsmind_full_best_backend,full_success_backends,random_minus_adsmind_full_best_eV,comparison
001,20,success,20,0,-4.980808973312378,-2.873068189620972,1.2249670318804733,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/001/artifacts/001_random_top1_random_006_E-4.980809.xyz,6399.770780518651,-4.980229139328003,Gemini 2.5 Pro,4,-0.000579833984375,tie_0p01
002,20,success,20,0,-7.357751846313477,-6.75047492980957,0.4093449353227191,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/002/artifacts/002_random_top1_random_014_E-7.357752.xyz,15428.695035573097,-7.2280120849609375,GPT-5.4,4,-0.12973976135253906,random_lower
003,20,success,20,0,-12.460159301757812,-10.018814086914062,1.9676754084134307,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/003/artifacts/003_random_top1_random_012_E-12.460159.xyz,29191.465763326734,-11.669610977172852,GPT-5.4,4,-0.7905483245849609,random_lower
004,20,success,20,0,-10.111722946166992,-6.388569259643555,1.8645087082063536,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/004/artifacts/004_random_top1_random_016_E-10.111723.xyz,18899.059250839055,-11.384456634521484,GPT-5.4,4,1.2727336883544922,adsmind_lower
005,20,success,20,0,-10.64466428756714,-7.498393535614014,3.0377752854300417,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/005/artifacts/005_random_top1_random_010_E-10.644664.xyz,11382.984805583954,-10.643351554870604,GPT-5.4,4,-0.0013127326965367558,tie_0p01
006,20,success,20,0,-7.415046691894531,-5.764088439941406,0.81323924572251,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/006/artifacts/006_random_top1_random_011_E-7.415047.xyz,1710.2075871229172,-7.403881072998047,GPT-5.4,4,-0.011165618896484375,random_lower
007,20,success,20,0,-10.635109901428224,-8.382949256896973,1.230412329243083,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/007/artifacts/007_random_top1_random_011_E-10.635110.xyz,1342.7428425066173,-10.732337951660156,Claude Sonnet 4.6,4,0.09722805023193182,adsmind_lower
008,20,success,20,0,-7.490472793579102,-2.2616397857666017,1.3563342301740144,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/008/artifacts/008_random_top1_random_009_E-7.490473.xyz,789.1647506803274,-4.346961975097656,GPT-5.4,4,-3.1435108184814453,random_lower
009,20,success,20,0,-9.057442665100098,-6.34709415435791,1.5242682917293515,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/009/artifacts/009_random_top1_random_012_E-9.057443.xyz,1737.7754881754518,-8.870079040527344,GPT-5.4,4,-0.1873636245727539,random_lower
010,20,success,20,0,-7.765008926391602,-6.080508804321289,0.530087635259626,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/010/artifacts/010_random_top1_random_008_E-7.765009.xyz,1604.7918204180896,-7.707094192504883,GPT-5.4,4,-0.05791473388671875,random_lower
011,20,success,19,1,-4.568439483642578,-2.925096813001131,1.113777358462746,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/011/artifacts/011_random_top1_random_009_E-4.568439.xyz,2228.7830311879516,-4.284637451171875,GPT-5.4,4,-0.2838020324707031,random_lower
012,20,success,20,0,-2.806480407714844,-1.8939529418945311,0.7623833235766898,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/012/artifacts/012_random_top1_random_007_E-2.806480.xyz,1122.7125083580613,-2.772481918334961,Grok-4,4,-0.03399848937988326,random_lower
013,20,success,20,0,-10.398399353027344,-9.406556701660156,0.3567043618696849,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/013/artifacts/013_random_top1_random_008_E-10.398399.xyz,2006.753731161356,-10.361473083496094,GPT-5.4,4,-0.03692626953125,random_lower
014,20,success,20,0,-5.920467376708984,-5.108888244628906,0.4658894271998338,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/014/artifacts/014_random_top1_random_018_E-5.920467.xyz,341.08275462314487,-5.222894668579102,Gemini 2.5 Pro,4,-0.6975727081298828,random_lower
015,20,success,20,0,-1.758382797241211,-1.5519603729248046,0.1107242172178786,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/015/artifacts/015_random_top1_random_018_E-1.758383.xyz,376.06898095086217,-1.5510482788085938,GPT-5.4,4,-0.2073345184326172,random_lower
016,20,success,20,0,-13.869918823242188,-12.883345031738282,0.5573980347102966,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/016/artifacts/016_random_top1_random_014_E-13.869919.xyz,896.2216121517122,-12.99872589111328,GPT-5.4,4,-0.871192932128908,random_lower
017,20,success,20,0,-5.429111480712891,-4.974884796142578,0.3295296790557856,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/017/artifacts/017_random_top1_random_003_E-5.429111.xyz,294.788582354784,-5.363460540771484,Gemini 2.5 Pro,4,-0.06565093994140625,random_lower
018,20,success,20,0,-7.133533477783203,-5.558963775634766,1.1453728066805249,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/018/artifacts/018_random_top1_random_008_E-7.133533.xyz,545.6363752037287,-6.991722106933594,GPT-5.4,4,-0.14181137084960938,random_lower
019,20,success,20,0,-3.342442274093628,-2.9873496532440185,0.3704069858248331,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/019/artifacts/019_random_top1_random_013_E-3.342442.xyz,327.28210684657097,-3.5041396617889404,GPT-5.4,4,0.1616973876953125,adsmind_lower
020,20,success,20,0,-6.236352920532227,-5.9481555938720705,0.2295989279925313,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/020/artifacts/020_random_top1_random_005_E-6.236353.xyz,583.0581447854638,-6.2419586181640625,GPT-5.4,4,0.0056056976318359375,tie_0p01
021,20,success,20,0,-3.6168060302734375,-2.4439773559570312,1.1395727913680755,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/021/artifacts/021_random_top1_random_008_E-3.616806.xyz,383.9098333902657,-3.6088905334472656,Grok-4,4,-0.007915496826171875,tie_0p01
022,20,success,20,0,-3.7613964080810542,-1.8477142333984375,1.1211616840548888,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/022/artifacts/022_random_top1_random_001_E-3.761396.xyz,152.62699585035443,-3.3845252990722656,Gemini 2.5 Pro,4,-0.3768711090087886,random_lower
023,20,success,20,0,-14.626292705535889,-13.256987285614011,2.082206586026844,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/023/artifacts/023_random_top1_random_001_E-14.626293.xyz,654.7472466304898,-14.549540519714355,GPT-5.4,4,-0.0767521858215332,random_lower
024,20,success,16,4,-3.4447708129882812,-2.577882766723633,0.5178788386922871,/data/zongmin/workspace/AdsMind/research/results/random_baseline_ocd24_n20/024/artifacts/024_random_top1_random_014_E-3.444771.xyz,214.19341738149524,-3.715871810913086,GPT-5.4,4,0.2711009979248047,adsmind_lower
