case_id,n_random,status,successful,failed,best_energy,mean_energy,std_energy,best_structure_file,wall_clock_sec
16,20,success,19,1,-6.736865997314453,-2.1488099349172494,1.999830879431858,research/results/canonical_raw/cmu20/random_baseline_n20/16/artifacts/16_random_top1_random_001_E-6.736866.xyz,161.5142482072115
