case_id,n_sites,status,successful,failed,best_energy,mean_energy,std_energy,best_structure_file,wall_clock_sec
001,41,success,37,4,-5.101001739501953,-3.4172694232012772,0.9710311442416517,research/results/canonical_raw/ocd62/heuristic_baseline/001/artifacts/011_heuristic_top1_ontop_039_conf0_E-5.101002.xyz,647.6741840206087
002,52,success,47,5,-7.541254043579102,-4.641847772801176,1.194984675393861,research/results/canonical_raw/ocd62/heuristic_baseline/002/artifacts/023_heuristic_top1_bridge_047_conf0_E-7.541254.xyz,544.6092263348401
003,48,success,48,0,-4.044595718383789,-2.8482033411661782,0.4131289175665076,research/results/canonical_raw/ocd62/heuristic_baseline/003/artifacts/024_heuristic_top1_ontop_007_conf0_E-4.044596.xyz,359.11672484874725
004,73,success,72,1,-8.327248573303223,-6.225808143615723,1.4114804060510386,research/results/canonical_raw/ocd62/heuristic_baseline/004/artifacts/022_heuristic_top1_bridge_044_conf0_E-8.327249.xyz,516.7145349420607
005,90,success,90,0,-10.084182739257812,-9.429004245334202,0.6694182550912177,research/results/canonical_raw/ocd62/heuristic_baseline/005/artifacts/010_heuristic_top1_hollow_056_conf0_E-10.084183.xyz,1532.558990482241
006,58,success,58,0,-3.7103958129882812,-3.0786103873417296,0.6225559038681027,research/results/canonical_raw/ocd62/heuristic_baseline/006/artifacts/024_heuristic_top1_bridge_032_conf0_E-3.710396.xyz,518.0100455209613
007,124,success,124,0,-21.609444618225098,-19.061233243634625,1.1179402801647367,research/results/canonical_raw/ocd62/heuristic_baseline/007/artifacts/026_heuristic_top1_bridge_006_conf0_E-21.609445.xyz,1849.399089243263
008,40,success,40,0,-8.583644390106201,-7.0351592063903805,0.8007965968640545,research/results/canonical_raw/ocd62/heuristic_baseline/008/artifacts/017_heuristic_top1_hollow_027_conf0_E-8.583644.xyz,500.85256293416023
009,82,success,77,5,-6.260858535766602,-3.6409783549122996,0.8704543532245642,research/results/canonical_raw/ocd62/heuristic_baseline/009/artifacts/030_heuristic_top1_hollow_080_conf0_E-6.260859.xyz,554.4584052562714
010,51,success,51,0,-5.208868026733398,-3.2218394933962355,0.8187231390767471,research/results/canonical_raw/ocd62/heuristic_baseline/010/artifacts/013_heuristic_top1_ontop_029_conf0_E-5.208868.xyz,319.60595402494073
011,99,success,95,4,-4.586402893066406,-4.041977972733347,0.44539793923181187,research/results/canonical_raw/ocd62/heuristic_baseline/011/artifacts/035_heuristic_top1_ontop_026_conf0_E-4.586403.xyz,929.431840095669
012,100,success,93,7,-14.596507549285889,-13.706674693733133,0.6127902218597149,research/results/canonical_raw/ocd62/heuristic_baseline/012/artifacts/016_heuristic_top1_bridge_094_conf0_E-14.596508.xyz,818.8957471959293
013,68,success,65,3,-3.3768081665039062,-2.1656068068284253,0.681894579544279,research/results/canonical_raw/ocd62/heuristic_baseline/013/artifacts/012_heuristic_top1_hollow_067_conf0_E-3.376808.xyz,804.7671100609004
014,115,success,109,6,-11.974027633666992,-9.135045095321235,1.4197234861560488,research/results/canonical_raw/ocd62/heuristic_baseline/014/artifacts/004_heuristic_top1_bridge_068_conf0_E-11.974028.xyz,3738.7144937478006
015,32,success,31,1,-1.2100715637207031,-1.1084618106965096,0.061135330607680824,research/results/canonical_raw/ocd62/heuristic_baseline/015/artifacts/032_heuristic_top1_ontop_024_conf0_E-1.210072.xyz,263.3023355193436
016,101,success,96,5,-12.335044860839844,-9.531454086303711,0.7388241064696108,research/results/canonical_raw/ocd62/heuristic_baseline/016/artifacts/037_heuristic_top1_ontop_000_conf0_E-12.335045.xyz,1701.3283872269094
017,42,success,42,0,-2.718438148498535,-1.8466980797903878,0.5159643815607748,research/results/canonical_raw/ocd62/heuristic_baseline/017/artifacts/020_heuristic_top1_bridge_015_conf0_E-2.718438.xyz,176.7383556254208
018,57,success,55,2,-8.463285446166992,-6.71846511147239,0.9376455628113617,research/results/canonical_raw/ocd62/heuristic_baseline/018/artifacts/014_heuristic_top1_ontop_047_conf0_E-8.463285.xyz,341.77493428066373
019,85,success,85,0,-2.479879379272461,-2.0206314760095934,0.2966376160437648,research/results/canonical_raw/ocd62/heuristic_baseline/019/artifacts/042_heuristic_top1_bridge_077_conf0_E-2.479879.xyz,1047.1999617293477
020,67,success,67,0,-8.168512344360352,-6.6536452734648295,0.7693257367860158,research/results/canonical_raw/ocd62/heuristic_baseline/020/artifacts/027_heuristic_top1_ontop_010_conf0_E-8.168512.xyz,572.9186408594251
021,69,success,66,3,-5.3791656494140625,-3.943996545040246,1.0532727654612073,research/results/canonical_raw/ocd62/heuristic_baseline/021/artifacts/009_heuristic_top1_bridge_053_conf0_E-5.379166.xyz,533.0635883435607
022,64,success,64,0,-3.6151885986328125,-3.049964427947998,0.7152423240368719,research/results/canonical_raw/ocd62/heuristic_baseline/022/artifacts/021_heuristic_top1_hollow_006_conf0_E-3.615189.xyz,702.0165661759675
023,113,success,107,6,-3.949756622314453,-3.163117132454275,0.6442317480984433,research/results/canonical_raw/ocd62/heuristic_baseline/023/artifacts/034_heuristic_top1_bridge_077_conf0_E-3.949757.xyz,1324.7368505112827
024,32,success,32,0,-5.958217620849609,-5.38373327255249,0.44185284900509686,research/results/canonical_raw/ocd62/heuristic_baseline/024/artifacts/014_heuristic_top1_hollow_022_conf0_E-5.958218.xyz,278.2015666104853
025,80,success,76,4,-4.081794738769531,-3.0794930709035775,0.5000088212935186,research/results/canonical_raw/ocd62/heuristic_baseline/025/artifacts/019_heuristic_top1_hollow_052_conf0_E-4.081795.xyz,992.5915048904717
026,92,success,89,3,-9.880184173583984,-7.755856246091007,0.7915376108781088,research/results/canonical_raw/ocd62/heuristic_baseline/026/artifacts/039_heuristic_top1_ontop_037_conf0_E-9.880184.xyz,819.382028631866
027,126,success,116,10,-7.784065246582031,-6.227443563527074,1.1442904797236422,research/results/canonical_raw/ocd62/heuristic_baseline/027/artifacts/006_heuristic_top1_bridge_028_conf0_E-7.784065.xyz,2341.581551928073
