case_id,variant,backend_count,available_backend_count,success_backend_count,failed_backend_count,min_best_energy,max_best_energy,range_best_energy,mean_best_energy,median_best_energy,min_delta_vs_full,max_delta_vs_full,range_delta_vs_full,mean_delta_vs_full,median_delta_vs_full,success_backends,failed_backends,gemini_best_energy,gemini_delta_vs_full,gemini_success,grok4_best_energy,grok4_delta_vs_full,grok4_success,openai_gpt54_best_energy,openai_gpt54_delta_vs_full,openai_gpt54_success,anthropic_claude_best_energy,anthropic_claude_delta_vs_full,anthropic_claude_success
16,no_slip,4,4,4,0,-4.662910461425781,-4.272052764892578,0.3908576965332031,-4.5651960372924805,-4.662910461425781,-0.3908576965332031,0.3908576965332031,0.7817153930664062,0.0,0.0,"gemini,grok4,openai_gpt54,anthropic_claude",,-4.662910461425781,0.0,True,-4.662910461425781,0.0,True,-4.662910461425781,-0.3908576965332031,True,-4.272052764892578,0.3908576965332031,True
16,no_termination,4,4,4,0,-4.662910461425781,-4.662910461425781,0.0,-4.662910461425781,-4.662910461425781,-0.3908576965332031,0.0,0.3908576965332031,-0.09771442413330078,0.0,"gemini,grok4,openai_gpt54,anthropic_claude",,-4.662910461425781,0.0,True,-4.662910461425781,0.0,True,-4.662910461425781,-0.3908576965332031,True,-4.662910461425781,0.0,True
16,single_shot,4,4,4,0,-4.662910461425781,-4.537578582763672,0.12533187866210938,-4.603815078735352,-4.607385635375977,-0.3908576965332031,0.12533187866210938,0.5161895751953125,-0.038619041442871094,0.05552482604980469,"gemini,grok4,openai_gpt54,anthropic_claude",,-4.537578582763672,0.12533187866210938,True,-4.551860809326172,0.11104965209960938,True,-4.662910461425781,-0.3908576965332031,True,-4.662910461425781,0.0,True
17,full,4,4,4,0,-3.241016387939453,-2.865570068359375,0.3754463195800781,-3.1424474716186523,-3.2316017150878906,0.0,0.0,0.0,0.0,0.0,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.222217559814453,0.0,True,-2.865570068359375,0.0,True,-3.241016387939453,0.0,True,-3.240985870361328,0.0,True
17,no_forbid,4,4,4,0,-3.240985870361328,-3.0643310546875,0.17665481567382812,-3.1526660919189453,-3.1526737213134766,-0.19879150390625,0.15788650512695312,0.3566780090332031,-0.010218620300292969,1.52587890625e-05,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.0643310546875,0.15788650512695312,True,-3.064361572265625,-0.19879150390625,True,-3.240985870361328,3.0517578125e-05,True,-3.240985870361328,0.0,True
17,no_slip,4,4,4,0,-3.240985870361328,-3.064361572265625,0.17662429809570312,-3.1729955673217773,-3.193317413330078,-0.2800788879394531,0.15785598754882812,0.43793487548828125,-0.030548095703125,1.52587890625e-05,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.064361572265625,0.15785598754882812,True,-3.145648956298828,-0.2800788879394531,True,-3.240985870361328,3.0517578125e-05,True,-3.240985870361328,0.0,True
17,no_termination,4,4,4,0,-3.240985870361328,-3.064361572265625,0.17662429809570312,-3.1526737213134766,-3.1526737213134766,-0.19879150390625,0.15785598754882812,0.3566474914550781,-0.010226249694824219,1.52587890625e-05,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.064361572265625,0.15785598754882812,True,-3.064361572265625,-0.19879150390625,True,-3.240985870361328,3.0517578125e-05,True,-3.240985870361328,0.0,True
17,single_shot,4,4,4,0,-3.0664215087890625,-2.692474365234375,0.3739471435546875,-2.8061466217041016,-2.7328453063964844,-0.2008514404296875,0.5485420227050781,0.7493934631347656,0.3363008499145508,0.49875640869140625,"gemini,grok4,openai_gpt54,anthropic_claude",,-2.7732162475585938,0.4490013122558594,True,-3.0664215087890625,-0.2008514404296875,True,-2.692474365234375,0.5485420227050781,True,-2.692474365234375,0.5485115051269531,True
18,full,4,4,4,0,-3.1291351318359375,-2.7240142822265625,0.405120849609375,-2.8389892578125,-2.75140380859375,0.0,0.0,0.0,0.0,0.0,"gemini,grok4,openai_gpt54,anthropic_claude",,-2.7787933349609375,0.0,True,-3.1291351318359375,0.0,True,-2.7240142822265625,0.0,True,-2.7240142822265625,0.0,True
18,no_forbid,4,4,4,0,-3.2147865295410156,-2.8375282287597656,0.37725830078125,-3.077646255493164,-3.1291351318359375,-0.4907722473144531,0.0,0.4907722473144531,-0.23865699768066406,-0.23192787170410156,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.1291351318359375,-0.350341796875,True,-3.1291351318359375,0.0,True,-3.2147865295410156,-0.4907722473144531,True,-2.8375282287597656,-0.11351394653320312,True
18,no_slip,4,4,4,0,-3.2147865295410156,-2.7787628173828125,0.4360237121582031,-2.996774673461914,-2.996774673461914,-0.4907722473144531,0.350372314453125,0.8411445617675781,-0.15778541564941406,-0.24537086486816406,"gemini,grok4,openai_gpt54,anthropic_claude",,-2.7787628173828125,3.0517578125e-05,True,-2.7787628173828125,0.350372314453125,True,-3.2147865295410156,-0.4907722473144531,True,-3.2147865295410156,-0.4907722473144531,True
18,no_termination,4,4,4,0,-3.2147865295410156,-3.1291351318359375,0.08565139770507812,-3.1719608306884766,-3.1719608306884766,-0.4907722473144531,0.0,0.4907722473144531,-0.33297157287597656,-0.42055702209472656,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.1291351318359375,-0.350341796875,True,-3.1291351318359375,0.0,True,-3.2147865295410156,-0.4907722473144531,True,-3.2147865295410156,-0.4907722473144531,True
